day,date,max_air_temp_syl,max_air_temp_khu,min_air_temp_syl,min_air_temp_khu,morning_water_temp_syl,afternoon_water_temp_syl,morning_water_temp_khu,afternoon_water_temp_khu,rainfall_syl,rainfall_khu
1,1/1/18,27.5,25.5,15.8,14.5,18.5,19,14,19.3,0,0
2,1/2/18,25.5,25.8,18.8,16,18,18.5,14,19.4,0,0
3,1/3/18,23.5,23.2,18.6,13.5,18,19.5,14.1,19.4,0.01,0
4,1/4/18,26,20.6,13.6,10,18.5,18,14.1,19.5,0,0
5,1/5/18,26.2,22.2,12.8,10,18,18.5,14.2,19.5,0,0
6,1/6/18,24.3,13.2,15.1,9.8,18.5,19,14.2,19.6,0,0
7,1/7/18,22.8,22,10.5,8.6,18,19,14.3,19.6,0,0
8,1/8/18,23.5,20.5,8.8,8.6,18.5,19.5,14.3,19.1,0,0
9,1/9/18,23.2,22.2,10.7,8,18.5,21,15.5,19.1,0,0
10,1/10/18,23.3,22.7,11.1,8.4,18,20,17.7,19,0,0
11,1/11/18,23.5,21,11.7,9.3,19,19.5,16.7,18.1,0,0
12,1/12/18,23.2,22.5,12.9,9,18.5,19.5,16.7,18.5,0,0
13,1/13/18,22,18.4,13,10.5,19,21,16.5,17.8,0,0
14,1/14/18,25.1,21.2,13.5,10.5,18.5,20.5,16.3,18,0,0
15,1/15/18,23.5,22.2,13.3,10,18.5,19.5,16.7,19,0,0
16,1/16/18,22,23.5,14.3,9.3,19,20,16.4,20,0,0
17,1/17/18,24.7,24.8,15,11.2,18.5,21,18.4,20.7,0,0
18,1/18/18,25.5,25.2,14.8,11.5,18.5,21.5,19.7,20.9,0,0
19,1/19/18,26.5,25.8,14.6,11.2,19,23.5,18.8,21.2,0,0
20,1/20/18,25.5,24.5,13.8,11,19,24,18.8,21.6,0,0
21,1/21/18,27,25.2,14.3,11.2,19.5,24.5,19.2,21.8,0,0
22,1/22/18,27.4,25,15.2,11,19.5,22,19.5,22.2,0,0
23,1/23/18,28,26.6,15.4,12.5,19.5,22.3,19.2,22.4,0,0
24,1/24/18,27.2,27.6,15.2,10.5,19,23.7,19.6,22.5,0,0
25,1/25/18,25.5,26.5,15.3,15.5,20,23,18.8,23.5,0,0
26,1/26/18,26.3,26.5,14.5,12,20.5,21.7,20.4,21.5,0,0
27,1/27/18,25,23.8,11.9,12.5,21,21.5,19.3,22.2,0,0
28,1/28/18,23.8,25,9.7,10.5,21,21.7,19.8,22.2,0,0
29,1/29/18,23.8,26.5,10.5,11.5,22,21.7,20,21.4,0,0
30,1/30/18,24,26.2,11.7,12,21,22,18,22.6,0,0
31,1/31/18,23.7,27.2,11.5,12.4,21.5,21.5,18,22.6,0,0
32,2/1/18,24.2,26.5,14,13.5,20,23,20.5,22.6,0,0
33,2/2/18,25,27.5,15,13.6,20,22,21,22.8,0,0
34,2/3/18,24.9,28.7,14.8,13.5,21,21,21.5,23.5,0,0
35,2/4/18,26,30.1,15.5,15.2,21,22,21.5,24.7,0,0
36,2/5/18,27.9,29,16.7,19.6,21,23,22,25.5,0,0
37,2/6/18,26.1,29.5,16.9,19.5,20,21,22,25.3,0,0
38,2/7/18,26.2,30.8,17.9,16.7,21,23,23,25.5,0,0
39,2/8/18,26.3,27.2,17.2,18.2,23,22,23.7,24.6,0,0
40,2/9/18,27.2,30,14.2,15.5,22,24,22.3,24.7,0,0
41,2/10/18,28.2,28,16.5,19.5,22,24,23,24.4,0,0
42,2/11/18,29.5,28.5,15.3,17.5,22,24,23.3,24.8,0,0
43,2/12/18,31.3,30,15.2,14.7,22,24,21.9,24.1,0,0
44,2/13/18,30.2,29.4,15.4,16.5,22.5,24,21.8,23.5,0,0
45,2/14/18,27.6,29.5,16.5,16.6,23,23,21.8,24.4,0,0
46,2/15/18,28.2,28,15.5,16.8,22.9,25,22.8,25.5,0,0
47,2/16/18,30.5,28,14.7,13,23,25,21.9,24.8,0,0
48,2/17/18,29.2,29,15.3,14.5,23,26,21.8,24.4,0,0
49,2/18/18,29.2,30.2,15.7,15.8,23,26,22.6,25.1,0,0
50,2/19/18,29.7,31.3,16.6,16.8,23,26,23.2,25.7,0,0
51,2/20/18,30,30.5,15.9,18,23,26,23.5,25.3,0,0
52,2/21/18,30.9,31.5,17,17.8,24,26.8,23.6,26,0,0
53,2/22/18,30.1,31,13.9,19.2,24,26.9,24.1,26.3,0,0
54,2/23/18,30.4,32.5,18.1,19.2,24,26.9,24.9,28.2,21,0
55,2/24/18,30.6,33.5,18.5,21.5,24.5,26.9,25.3,28.9,0,0
56,2/25/18,31.8,34.2,18.5,21,25,26.8,26.1,29,14,0
57,2/26/18,26.8,32.5,18,21,23,26.6,25.4,27.4,4,0
58,2/27/18,29.1,32.5,17.9,20.5,25,27,25.4,27.9,0,0
59,2/28/18,31,31.5,17.8,21.8,25.4,27.5,26.9,29.1,0,0
60,3/1/18,31.2,32,18.5,21.2,24,27.8,26.9,28.5,0,0
61,3/2/18,31.2,33.5,19,20,25.5,28.8,26.8,29.4,0,0
62,3/3/18,30.9,34,20.4,22.5,25.5,28.2,27.1,29.8,0,0
63,3/4/18,32.3,36,20.8,22.7,26,29.8,27.9,29.6,0,0
64,3/5/18,29.6,34.5,21.6,23.5,26.6,29.8,28.2,30.2,0,0
65,3/6/18,32.2,33.5,21.6,22.5,27,30,27.7,30.2,0,0
66,3/7/18,32.6,32.5,18.5,19.8,26.4,29,27.8,29.8,0,0
67,3/8/18,32.9,32.2,17.8,16.8,25.9,30,25.6,27.6,0,0
68,3/9/18,33.7,32.3,17.8,17.2,25.5,31,25.1,27.7,0,0
69,3/10/18,32,33,17.8,18.5,25.5,29.8,25.2,27.9,0,0
70,3/11/18,32.1,34.5,18.1,17.5,25,29.5,25.7,29.1,0,0
71,3/12/18,32,34.2,18.5,21,25.8,29.5,26.6,29.8,0,0
72,3/13/18,22.6,33.6,20.4,22.5,26.9,29.4,26.7,29.4,0.01,0
73,3/14/18,29.5,35.8,17.4,21,25.7,28.3,27.4,30.8,0,0
74,3/15/18,31,33.7,21,23,26.5,30,27.7,29.6,5,0.01
75,3/16/18,30,31.5,19.7,24.5,26.6,30,28.8,30.9,11,0
76,3/17/18,31.7,33.7,20.6,23.6,26.8,30,27.4,30.1,0.01,0
77,3/18/18,31,34.5,19.5,21.2,26.9,29,27,29.8,0,0
78,3/19/18,32.5,35.2,19.2,23,26.8,29.5,28.2,30.9,0,0
79,3/20/18,33.9,35.2,19.2,19,25.5,28,27.7,30.7,0,0
80,3/21/18,33.7,33.7,20,22,25.8,26.9,28.4,30.4,0,0
81,3/22/18,33.8,34.5,20.2,23.6,26,29,27.1,31.2,0,0
82,3/23/18,31.7,33.2,20.3,22.4,27.1,30.5,27.8,30.9,0.01,0
83,3/24/18,32.8,33.2,21.4,24.6,27,30.9,28,30.1,0,0
84,3/25/18,34.3,34.8,21.2,20.5,25.5,29.5,29.4,30.9,0,0
85,3/26/18,32,33.2,21.3,24,24.5,30,29.1,32,25,0
86,3/27/18,30.1,34.2,20.1,25.5,26.9,29.5,28.7,32.2,0,0
87,3/28/18,32.2,34.6,20.6,24.2,28,31.2,28.8,33.4,9,0
88,3/29/18,32.3,34.5,20.1,24,26.5,29,28.4,33.2,21,0
89,3/30/18,32,34,16.9,24.6,26,28.5,28.6,32.9,23,0
90,3/31/18,27,30.5,18,20.4,26.5,28,27.2,31.2,1,1
91,4/1/18,34,34.2,19.6,19.4,26,28.5,26.6,29.7,0,0
92,4/2/18,33,29.5,20.8,20.5,26,27,26.4,30.2,0,0
93,4/3/18,34.1,33.5,22.8,21.2,27,29,25.4,29.8,0,0
94,4/4/18,32.8,34.5,20.9,21.6,26,28,26.5,29.4,0,0
95,4/5/18,33.8,34,22.3,22.5,26.5,28,27.6,30.1,10,3
96,4/6/18,27,34.7,20,20.8,25.5,27,28,29.4,4,0.01
97,4/7/18,33.1,33.5,20.8,24.5,27,28.5,27.8,30.6,0.01,13
98,4/8/18,30,32.8,23.3,20.5,26,27,26.6,31.6,1,0
99,4/9/18,33.2,34,21.4,23,27.5,29,27.8,31.4,51,1
100,4/10/18,28.8,33.5,19.5,21.5,26.5,28,27.5,30.8,14,0
101,4/11/18,29,33.5,21.4,24,22,24,27.3,33.6,17,3
102,4/12/18,32.4,34.2,20.5,20.2,23,28.9,27.2,33.1,1,26
103,4/13/18,33.7,34,21.5,20.8,23.4,28.8,27.4,32,0,0
104,4/14/18,28.5,36.2,19,25.5,23.4,28.6,27.6,32.8,29,5
105,4/15/18,34,35.5,22,22,25.6,27.7,28.8,32.1,0,0
106,4/16/18,34.5,37.2,21.9,24.5,25.7,27.7,28.5,34.3,0,0
107,4/17/18,30.4,36.4,22.1,25.6,24.4,27.6,31.4,30.2,0,6
108,4/18/18,32.2,33.9,21.2,21.5,27,27.5,30.6,33.6,28,0
109,4/19/18,28.6,35.5,21.3,25.5,26.5,27,29.6,32.8,15,0
110,4/20/18,28,36,21.4,26.8,25.8,25.5,29.5,33.7,56,0
111,4/21/18,26.7,35,21.1,27,26,25.5,30.8,34.4,36,1
112,4/22/18,17.8,35.5,21.4,24.4,27,28,30.2,32.3,14,0.01
113,4/23/18,34.5,35.8,22.5,23.8,27,27.5,29.8,33.8,0,0
114,4/24/18,32.5,35.5,19.4,24.2,25,28,29.5,34.2,17,0
115,4/25/18,32.8,35,20,25.5,23,26,29.9,33.7,0.01,0
116,4/26/18,30.7,34.2,21.5,22.5,22,27.3,28.8,32,0,4
117,4/27/18,30.5,35,22,21.5,23.2,27.6,29,32.4,2,0
118,4/28/18,33.6,35.7,20.5,25,23.5,27.4,29.2,32.8,8,0
119,4/29/18,26.6,33.8,20.5,25.5,23.5,27.4,29.7,32.9,18,1
120,4/30/18,22.5,33,20.5,23.6,23.4,27.4,28.9,33,72,19
121,5/1/18,27,33,19.3,20.5,24.5,28.1,27.1,33.5,0.01,0
122,5/2/18,29.5,35.2,21.9,23.5,24,27.4,28.1,34,2,1
123,5/3/18,33.3,33.2,20.6,21.5,24,27.3,27.7,34.5,0,0
124,5/4/18,27.5,35.2,22.8,24.3,23.1,26.4,29.5,34.6,26,0
125,5/5/18,26.9,35.5,21.1,26,22.7,26,29.5,34.8,7,23
126,5/6/18,30.5,34.5,22.5,23.5,22.1,26,29.6,34.4,63,0
127,5/7/18,27.3,33.5,22,27.5,22,25.4,30,32.8,17,0
128,5/8/18,25.4,36.2,22,28.2,21.8,25,30.2,33.4,8,3
129,5/9/18,28.3,35,22.8,24,21.7,24.7,29.9,32.6,18,0
130,5/10/18,35.2,33.7,19.8,27.7,21.4,23.4,29.6,31,39,13
131,5/11/18,28.1,36.2,19.5,23.5,21,23,29.4,31,2,10
132,5/12/18,31.3,34.5,19.5,21,21,23,28.2,31.7,0,1
133,5/13/18,33.4,27.5,22.1,24.5,20.7,22.7,29.3,29.8,0,22
134,5/14/18,32,34.2,22.6,22,20.4,22.5,28.6,30.9,0.01,0
135,5/15/18,32.3,34.6,23.8,24.8,20.4,22.4,29.2,31.2,38,0
136,5/16/18,30.4,25.6,21,21,20.4,22.4,29,28.1,0,59
137,5/17/18,30,33.7,22.6,21,22.7,26,28.5,30.4,0.01,0
138,5/18/18,28.8,32,24,26.5,24,27,28.5,29.2,0.01,51
139,5/19/18,32.8,34,23.8,22.4,25,26.5,28.1,31.9,0,0
140,5/20/18,33,31.2,23.8,26.8,24,26,28.8,32,0,26
141,5/21/18,30.5,33,23.7,23.8,25,26,28.9,32.1,55,0
142,5/22/18,32.7,34.5,24,27.5,24,26.4,29,32.1,28,8
143,5/23/18,35,33.3,24.9,25.2,25,25.5,29.2,32.2,6,0.01
144,5/24/18,25,26,25,26,28,29.5,29.5,32.2,49,0
145,5/25/18,26.3,35.2,23,27.2,27,28,28.9,31.6,98,0
146,5/26/18,33.1,36,22.1,26.8,28.5,29,31,32.7,27,0
147,5/27/18,33.9,36.5,24.3,27.3,30,31,32,33.2,0,0
148,5/28/18,33.2,35.7,23.2,27,31,32.5,32.7,32.8,16,0
149,5/29/18,34,34.5,23,27.5,31,32,31.5,34.2,0,0
150,5/30/18,35.4,36.7,25,27.2,31,32,31,33.1,13,0
151,5/31/18,29.5,34.5,24.5,28.8,31,32,30.5,32.6,7,1
152,6/1/18,34,34,24.5,26,28,31,30.6,31.3,0,12
153,6/2/18,35,35.5,26,25.5,28.5,30,29.8,31.8,44,0
154,6/3/18,34,34.8,24.5,27,29,32,30,31.5,53,5
155,6/4/18,34.8,35.8,25,26.5,29,31,30.9,32.1,0.01,0
156,6/5/18,35,34.7,25.5,27,28.5,32,31.2,33.4,3,0
157,6/6/18,34,35.5,23.5,27,27.5,31,30.8,33.9,3,1
158,6/7/18,35.5,36,25.5,27.2,29,31,29.8,35.2,0,0
159,6/8/18,35.8,36,27,27.8,29,30.5,30.5,33.7,0,0
160,6/9/18,37,35.5,27,27.5,30,31,32.2,34.8,0,26
161,6/10/18,36.6,33.5,27.2,25.4,31,32,31.6,33.6,2,24
162,6/11/18,30.2,29.8,25.9,26.5,30.5,31,31.4,32.9,23,124
163,6/12/18,30,34.6,25.2,26.4,29.5,30.5,31,32.4,102,13
164,6/13/18,30.6,35,25.4,26,30.5,31,30.5,33.8,103,0
165,6/14/18,25,37.2,23,29,31,32,31.1,37.1,141,0
166,6/15/18,27,38.5,23.4,28.5,31.5,32.5,32.1,36.3,47,0
167,6/16/18,28.8,37,22.9,29.5,30,30.5,32.9,37,3,1
168,6/17/18,29.5,34.7,22.9,26.5,31,31.5,31.7,37.5,36,0
169,6/18/18,32,39,21.5,29.5,30,31.5,31.5,38.4,58,0
170,6/19/18,32.2,34.8,23.4,29.3,30,31,32.7,36.8,0,0
171,6/20/18,34,35.2,23.1,26,29,31.5,30.6,36.4,1,1
172,6/21/18,33.5,34.5,25.9,26,30,31.5,31.4,36.7,5,1
173,6/22/18,33.8,35.2,26.1,27.6,30.5,32,31.2,36.9,11,0
174,6/23/18,33.9,29.2,27.1,27.5,30,32,29.8,34.8,3,17
175,6/24/18,32.2,31.5,25.4,26.4,30.5,32,30.2,33.2,62,0
176,6/25/18,27.8,28.6,25,27.3,30,31,29.8,35.4,17,3
177,6/26/18,32.6,33.5,25,26,30.5,31,29.6,31.8,11,0
178,6/27/18,34.2,32.2,25,26.5,30,32,29.9,35.3,14,19
179,6/28/18,35.2,31.5,25.4,25.5,30.5,32,29.3,37.2,5,6
180,6/29/18,32.9,32.5,26,26,30,31,30.2,36.7,38,12
181,6/30/18,32.5,34.2,25.5,25.5,29.5,31,29.8,34.6,9,0
182,7/1/18,34.4,34,25.5,27.6,30.5,31.5,30.5,36.7,82,3
183,7/2/18,30.3,33.4,24.5,27.2,30,31,31.3,35,11,12
184,7/3/18,28.9,30.5,25.2,25.6,29.5,30.5,30.4,33.2,57,14
185,7/4/18,29.9,30.5,25.7,26.6,30,31,29.6,32.7,66,2
186,7/5/18,30.5,32.2,25,26.5,30,31,29.2,32.8,17,2
187,7/6/18,32.8,35.2,25.2,26.8,32,33,29.5,32.9,12,0
188,7/7/18,33.8,33.6,26.2,26.5,31,32.5,30,33,18,0.01
189,7/8/18,26,26.5,26,26.5,32,33.5,30.9,33.1,3,5
190,7/9/18,35,33,26,26.8,31,32,30.5,33.2,10,5
191,7/10/18,33.2,33,25.9,27.2,32,33,30.5,33.3,5,11
192,7/11/18,34.7,33.5,26,27.5,32.5,34,31,33.4,16,3
193,7/12/18,34.5,33.5,26.7,27.5,33,33.5,31.6,33.5,2,5
194,7/13/18,33,34,25.8,27,32.4,35,32.5,33.6,1,12
195,7/14/18,35.8,34,25.9,27.2,32,35,32.4,33.7,48,2
196,7/15/18,36.5,32.1,25.4,27,32.5,37,32.7,33.8,22,17
197,7/16/18,34,33,25.2,27,32,36,32.6,34.2,1,4
198,7/17/18,35,33.4,26.9,26.4,32.5,37,32.5,34.9,26,1
199,7/18/18,36.5,34.6,26.2,27.2,32,36,32.2,36.4,0,2
200,7/19/18,38.3,36.5,28.6,27.5,32.5,37,32.3,35.1,0,3
201,7/20/18,37.3,34.5,29.4,27.4,33,37,30.6,33.2,25,0.01
202,7/21/18,33.3,31.2,26.2,27.5,32,36,31.3,32.8,24,22
203,7/22/18,33.6,33.6,25,26.5,32,35,30.1,32.7,8,14
204,7/23/18,29,31.5,26.3,26.5,31,33.5,31.5,33.2,33,53
205,7/24/18,31.8,32,25.4,25,30,33,29.6,33.6,53,0.01
206,7/25/18,31.8,30.4,25.3,27.5,31,34,29.4,31.8,59,9
207,7/26/18,33.5,28.4,25.4,25,32,33,30.1,32.8,14,3
208,7/27/18,32.8,31.7,25.5,26.5,31,33.5,29.6,32.2,14,49
209,7/28/18,32.8,31,26.2,25.5,31,34,29.2,30.7,24,4
210,7/29/18,32.8,33,25.8,26.2,32,33.5,30.1,31.1,0.01,3
211,7/30/18,33,33,26.4,26.4,31,33,30.2,31.4,17,4
212,7/31/18,32.5,33,25.6,26.5,29,29.5,30.1,31.4,21,7
213,8/1/18,34.3,28,25.5,25.5,31,32.5,29.1,30.5,3,4
214,8/2/18,30.2,31.8,24.4,26,30.5,32,29.7,31.8,17,10
215,8/3/18,31.5,33,24.4,26.2,30,32,30,32,18,1
216,8/4/18,33.5,34,25.1,26.5,31,32.5,30.2,32.6,1,0
217,8/5/18,30.8,32.8,26.8,27.5,30,32.5,30.1,32.8,46,0
218,8/6/18,34.5,34,26.4,27.4,30.5,32,29.8,31.6,0,19
219,8/7/18,35.2,31.7,26.9,25.5,31,33,31,33.2,6,2
220,8/8/18,35.4,34,25.8,26,31.5,32.5,30.8,32.9,8,0
221,8/9/18,34.2,33.2,25,26.7,30.5,32,31.4,33.5,21,2
222,8/10/18,35,35,25,27,31,33,31.3,34.8,2,0
223,8/11/18,32.2,35,25.8,27.5,32,34,32.2,34.7,63,0
224,8/12/18,32.2,35.2,25.5,27.5,31,33,31.2,34.4,0.01,5
225,8/13/18,33.8,34.5,25.5,27.4,31.5,34,30.6,34.7,20,0.01
226,8/14/18,35.9,34.2,25.5,27.3,32,35,30.3,33.8,6,2
227,8/15/18,36.3,33,25.5,28,33,35.5,31.4,35.1,11,9
228,8/16/18,34.5,32.6,26.2,27,32,35,31.3,33.3,0.01,12
229,8/17/18,34.3,35,26,26.8,32,34,31.2,33.5,1,1
230,8/18/18,37.8,35.5,28,27.6,33,35.5,31,34,0,0
231,8/19/18,37,30,27.8,28.5,32.5,34,31,34,0,2
232,8/20/18,35.9,33,27.8,26.4,30,32.5,31,34.5,1,7
233,8/21/18,33.3,33.5,22.5,26.5,31.5,33.5,31.2,34.5,2,0
234,8/22/18,32.5,34.4,26.4,27.4,30.5,32,31.2,35,2,13
235,8/23/18,34,33.5,26.5,26.5,31,32.5,31.9,35,7,1
236,8/24/18,30.3,34,23,27.5,29,29.5,32.2,34.1,37,0.01
237,8/25/18,33.2,34,25,27.5,31,33,32.2,35.2,37,3
238,8/26/18,32.8,34,25.6,26.5,33,36,32.6,35.3,12,0.01
239,8/27/18,34,33,25,27.4,32,34.5,32.5,33.6,7,2
240,8/28/18,34.3,33.5,25.5,27,32,34,32.2,33.9,3,0
241,8/29/18,32.8,32.5,26.4,27,31,33,31.9,34.1,29,4
242,8/30/18,33,32.7,25.9,27,31,33,31.8,33.3,29,1
243,8/31/18,34.9,33.2,26,27.4,32,34,32.2,34.2,115,0.01
244,9/1/18,32.4,33,25.2,27,32,34,32,32.8,5,0
245,9/2/18,32,31.5,25.3,27,31,33,31.5,32.2,3,10
246,9/3/18,33.2,32.5,25.7,26.6,31,33,31,32.8,81,0
247,9/4/18,33.6,33,25.2,26.5,31,35,30.6,31.4,38,28
248,9/5/18,34.5,34,24.8,25.2,32,35.5,30.4,32.9,0,0
249,9/6/18,35,30.5,26.5,26.5,32,35,31.8,32.7,0,9
250,9/7/18,34.8,32.4,26.6,26,31,34.5,30.6,32.6,0.01,2
251,9/8/18,34.2,34,25.7,26.5,32,34.5,30.6,32.2,0,0
252,9/9/18,33.5,34.5,26.6,26.2,32.5,36,30.8,31.9,0.01,7
253,9/10/18,31.8,34.5,26.2,25.5,32,34,30.2,32.3,1,0
254,9/11/18,30,33.8,25,26.6,30.5,32,30.6,31.8,7,2
255,9/12/18,28.7,33.8,25.8,26.2,29.5,31,30.3,31.9,103,19
256,9/13/18,30,34.6,23.5,26,30,31,31,32.5,7,0
257,9/14/18,30.5,35,24.4,27.5,29,31,31.3,32.8,4,6
258,9/15/18,34.7,35.5,24.5,26.4,29,31,31.2,33.8,0,0
259,9/16/18,35.3,35.2,26.5,27.5,30,32,32,33.8,0,0
260,9/17/18,34.8,36,26.9,27,31,33,32.4,34.6,28,0
261,9/18/18,36.2,36.5,25.7,27.8,31,33,32.8,34.6,0.01,0
262,9/19/18,33.3,36.2,24.8,27.5,32,34,32.7,34.8,2,1
263,9/20/18,33.8,33,26.5,27.5,31,32,32.7,34.3,0,14
264,9/21/18,35,31,25.4,25,31,32,31.7,31.8,0,8
265,9/22/18,33,34.2,26.4,25.2,31,32,30.8,31.8,0.01,0
266,9/23/18,33,34.5,25.4,26.5,31,32,30.2,32.7,1,0
267,9/24/18,31,34.5,26.4,26.5,32,33,30.6,32.4,48,0
268,9/25/18,29,34.5,22.5,27.5,32,33,31.9,33.6,8,0
269,9/26/18,32.2,35,23.5,27.5,31,33,31.4,32.5,0,0
270,9/27/18,31.2,35,26,27,31,33,31.6,33.1,1,0
271,9/28/18,32.8,35.7,25,27,31,32,31.7,34.7,0,0
272,9/29/18,33.6,36.5,25.6,27.5,30.5,32,32.3,33.8,0,0
273,9/30/18,34,36,25.5,27.5,31,33,32.3,34.1,36,0
274,10/1/18,34.2,36.5,28.2,25.5,33,34,31.9,33.7,0,0
275,10/2/18,34.9,36.2,24.4,25.5,32,33,31.7,33.6,0,0
276,10/3/18,34.6,36,24.4,26.5,32,33.5,32,33.7,0,0
277,10/4/18,33.2,36,24.9,26,31,33,31.4,33.4,0,0
278,10/5/18,33.9,35.6,24.1,26.5,31,33,31.7,32,0,0
279,10/6/18,34,35.5,24.2,26.2,30,32,31.6,32.9,0,0
280,10/7/18,32.7,35.6,24.4,25.4,31,33,31.1,33,0,0
281,10/8/18,32.6,35.5,24.3,25.6,31,32.5,30.9,32.8,0,0
282,10/9/18,33,32.5,23.9,24.5,29,31.5,30.8,31.8,0,0
283,10/10/18,28.5,29.8,23.5,24.5,30,30.5,30.4,31.7,20,13
284,10/11/18,27.2,29,22.5,23.5,28,29,28.6,29.2,2,2
285,10/12/18,27,28.6,23.2,24.5,27,29,28.2,28.6,35,15
286,10/13/18,23.8,29,20.4,23,27,29,27,29,37,19
287,10/14/18,30.5,31,21.5,22.6,26.5,29,27.5,29.5,0.01,0
288,10/15/18,27.6,33,22.5,23.2,27,28.5,27.9,30,0,0
289,10/16/18,32,33.3,19.6,23.5,28,30,28.9,30.7,0,0
290,10/17/18,31.5,33.5,19.8,21.4,29,30,28.6,30.8,0,0
291,10/18/18,30.6,33.5,20.3,22.3,28.5,30.5,28.8,30.7,0,0
292,10/19/18,31.5,33.5,21,24,28,30,29.2,32.7,0,0
293,10/20/18,32,33.8,21.4,24.7,27.5,30.5,29.5,31.3,0,0
294,10/21/18,32.5,34,21,25,28,30,30,31,0,0
295,10/22/18,33.3,33.2,22,23,28,31,29.7,31.2,0,0
296,10/23/18,32,33.6,22.2,23,28.5,30.5,29.5,30.9,0,0
297,10/24/18,31.5,32.5,21.6,23,29,31,29.4,30.2,0,0
298,10/25/18,33,33,20.8,21.8,28.5,30.5,28.9,31.1,0,0
299,10/26/18,31.7,32,21.8,18.8,29,31,28.2,28.6,0,0
300,10/27/18,34,32,21.6,19,29,30.5,27.5,28.2,0.01,0
301,10/28/18,23.3,29.2,21.4,23,28,29.5,27.9,26.9,9,1
302,10/29/18,29.5,26,20.3,21.5,28,29.5,26.8,27.1,0,2
303,10/30/18,29.5,28.3,21.9,22.2,27,29,26.1,27.1,0,1
304,10/31/18,32.3,32,21.4,22.6,27,28.5,26.2,28.3,0,0
305,11/1/18,32.2,32.5,21,22.2,28,30,27.1,29.5,0,0
306,11/2/18,32.9,33,21,23.2,27.5,29.5,27.8,29.8,0,0
307,11/3/18,30.9,33.7,20.9,23.5,28,30,28.1,29.7,0,0
308,11/4/18,30.6,32.5,21.3,23,27,29,28.3,29.9,39,0
309,11/5/18,27.9,32,21.4,22.5,26.5,29,28.4,30.3,0.01,0
310,11/6/18,28.7,32.2,21,23.6,27,29.5,28.6,29.8,0,0
311,11/7/18,29.1,30,19,22.5,27.5,29,28.3,28.6,0,0
312,11/8/18,30.6,31.2,17.5,21,27,28.5,27.2,28.8,0,0
313,11/9/18,29.5,30,18.9,18,26.5,27.5,26.7,28.1,0,0
314,11/10/18,30.1,30,19.2,17.5,27,28.5,26.1,27.5,0,0
315,11/11/18,30.5,31,19,18.5,26,27.5,25.9,27.5,0,0
316,11/12/18,30,30.5,18.5,19,25.5,27,25.8,27.2,0,0
317,11/13/18,30.5,30.5,18.2,18.5,25.5,27.5,26,27.7,0,0
318,11/14/18,29.2,30.5,18.6,19.2,25.5,27,25.9,27.4,0,0
319,11/15/18,28.8,31.5,18.4,19,25,27.5,25.8,27.5,0,0
320,11/16/18,27.8,33,19.5,20.5,25.5,28,26,27.2,0,0
321,11/17/18,28,30.7,20.4,21,25,27.5,26.1,27.5,0,0
322,11/18/18,28.8,30.2,18.2,19.2,25.5,27,26.1,27.2,0,0
323,11/19/18,28.8,30.7,17.4,17.8,26,27.5,25.9,26.7,0,0
324,11/20/18,27.8,30,16.6,17.5,27,28,25.1,26.4,0,0
325,11/21/18,28.7,30.2,16.2,18,27,28,24.9,26.4,0,0
326,11/22/18,29.3,28.8,16.3,16.5,26,27.5,24.2,25.6,0,0
327,11/23/18,28.8,29.5,16.9,17,26.5,28,24.1,25.6,0,0
328,11/24/18,29.4,29,16.5,17,27,28,24,25.2,0,0
329,11/25/18,29,29.2,16.4,17,26,27,23.7,25.3,0,0
330,11/26/18,28.3,29.4,17.2,17,27,28,23.6,25.5,0,0
331,11/27/18,29.8,30.2,15.5,17,27.5,29,23.9,26,0,0
332,11/28/18,30.7,31.2,16.3,18,26.5,27.5,24,26.9,0,0
333,11/29/18,29.8,30,15.8,16.8,26,27,24.1,25.7,0,0
334,11/30/18,30.2,28.5,16,18.2,26.5,28,24,25.3,0,0
335,12/1/18,28.2,29,16.4,17.5,25,26.5,23.8,25.2,0,0
336,12/2/18,29.2,28.5,15.8,16,25.5,27,23.5,25,0,0
337,12/3/18,27.9,27.6,15.5,15.8,24.5,26,23.2,24.4,0,0
338,12/4/18,29,28.4,15.1,14,24,25.5,22.1,23.8,0,0
339,12/5/18,29,28.2,16,15.1,24,25.5,22.1,23.6,0,0
340,12/6/18,27.7,27.2,16.8,15.8,25,26,22.1,23.2,0,0
341,12/7/18,28.2,28,16.1,14,24,25,21.5,22.9,0,0
342,12/8/18,28.2,27.8,15,13.2,23,24,21.2,22.8,0,0
343,12/9/18,28.2,27.2,14.6,13.2,23.5,24.5,20.5,22.4,0,0
344,12/10/18,28.3,28.2,13.7,13.3,24,24.5,20.7,22.7,0,0
345,12/11/18,30.2,27.5,15.1,13.5,24,25,20.8,22.7,0,0
346,12/12/18,29.3,28.4,17,14.8,23.5,24,20.4,22.9,0,0
347,12/13/18,28.8,29,17,15,24,24.5,21.2,22.9,0,0
348,12/14/18,29.3,28.6,17.9,16,23,24,21.7,22.8,0,0
349,12/15/18,27,26,16.9,16,23.5,24.5,21.5,22.8,0,0
350,12/16/18,28,23.7,18.5,18.6,24,24.5,21.2,21.7,0,1
351,12/17/18,25.6,22.5,18.5,18.8,24,25,20.8,21,12,1
352,12/18/18,18,19.4,16.4,18,23.5,24.5,20.3,20.4,17,1
