day,year,district,wind_speed_2m,min_temp,max_temp,WS2M,month,SRAD_24,SRAD_1000,SRAD_14,SRAD_MJ/m2day,SRAD00,SRAD03,SRAD06,SRAD09,SRAD12,SRAD15,SRAD18,SRAD21,0
161,2019,khulna,0.692867412,26.51,34.08,2.17,6,924.1666667000002,22180,1584.285714,22.18,0,0,820.66,6079.5380000000005,8543.735999999999,5915.406,820.66,0,39.86007194194098
162,2019,khulna,0.697705275,26.41,33.5,2.35,6,930.8333332999998,22340,1595.714286,22.34,0,0,826.58,6123.394,8605.368,5958.078,826.58,0,41.07304355573302
163,2019,khulna,0.7904915640000001,26.64,34.79,1.54,6,905.0,21720,1551.4285710000001,21.72,0,0,803.64,5953.451999999999,8366.544,5792.724,803.64,0,42.115533405298955
164,2019,khulna,0.749444606,28.01,34.96,1.19,6,892.5,21420,1530.0,21.42,0,0,792.54,5871.222,8250.984,5712.714,792.54,0,42.6952782312449
165,2019,khulna,0.710065058,27.44,34.31,1.81,6,743.3333332999999,17840,1274.285714,17.84,0,0,660.08,4889.944,6871.968000000001,4757.928,660.08,0,43.013521461875456
166,2019,khulna,0.7541374759999999,27.75,32.69,2.44,6,523.3333333,12560,897.1428571,12.56,0,0,464.72,3442.696,4838.112,3349.752,464.72,0,42.47625702468097
167,2019,khulna,0.6971126190000001,27.08,34.6,2.93,6,954.1666667000002,22900,1635.714286,22.9,0,0,847.3,6276.89,8821.08,6107.43,847.3,0,43.54780330192054
168,2019,khulna,0.799962301,28.04,33.49,2.32,6,800.4166667000001,19210,1372.142857,19.21,0,0,710.77,5265.460999999999,7399.691999999999,5123.307,710.77,0,43.9431816812669
169,2019,khulna,0.678895488,27.42,33.1,1.97,6,270.4166667,6490,463.57142860000005,6.49,0,0,240.13,1778.9089999999999,2499.948,1730.8829999999998,240.13,0,41.969371303688725
170,2019,khulna,0.83244084,27.19,33.18,1.33,6,902.5,21660,1547.142857,21.66,0,0,801.42,5937.005999999999,8343.431999999999,5776.722,801.42,0,42.75445963263781
171,2019,khulna,0.876381023,27.14,32.38,1.77,6,685.8333332999999,16460,1175.714286,16.46,0,0,609.02,4511.686,6340.392,4389.8820000000005,609.02,0,42.89408618026336
172,2019,khulna,0.877007685,26.86,32.88,2.3,6,498.75,11970,855.0,11.97,0,0,442.89,3280.9770000000003,4610.844,3192.3990000000003,442.89,0,42.253984473386204
173,2019,khulna,0.721816755,26.65,33.01,2.75,6,913.75,21930,1566.4285710000001,21.93,0,0,811.41,6011.013000000001,8447.436,5848.731,811.41,0,43.053490091782045
174,2019,khulna,0.6739534620000001,26.03,34.28,2.11,6,816.25,19590,1399.285714,19.59,0,0,724.83,5369.619000000001,7546.068,5224.653,724.83,0,43.410752207915706
175,2019,khulna,0.687214125,26.81,34.24,1.91,6,802.5,19260,1375.714286,19.26,0,0,712.62,5279.166,7418.951999999999,5136.642,712.62,0,43.74321137070831
176,2019,khulna,0.858525929,27.33,34.4,2.51,6,867.9166667000002,20830,1487.857143,20.83,0,0,770.71,5709.503000000001,8023.715999999999,5555.361,770.71,0,44.34970232668276
177,2019,khulna,0.848641816,27.58,33.08,3.38,6,911.25,21870,1562.142857,21.87,0,0,809.19,5994.566999999999,8424.324,5832.729,809.19,0,45.038505639196934
178,2019,khulna,0.7976249540000001,27.19,33.76,3.31,6,656.25,15750,1125.0,15.75,0,0,582.75,4317.075,6066.9,4200.525,582.75,0,44.712124087967354
179,2019,khulna,0.77660662,27.71,32.6,2.32,6,305.8333333,7340,524.2857143,7.34,0,0,271.58,2011.894,2827.368,1957.578,271.58,0,42.90828436473778
180,2019,khulna,0.677052103,27.23,31.34,2.12,6,572.0833332999999,13730,980.7142857000001,13.73,0,0,508.01,3763.393,5288.795999999999,3661.7909999999997,508.01,0,42.430748814001845
181,2019,khulna,0.799509557,26.62,32.91,1.75,6,756.6666667000001,18160,1297.142857,18.16,0,0,671.92,4977.656,6995.232,4843.272,671.92,0,42.71299157541198
182,2019,khulna,0.803708643,26.8,32.5,3.05,7,615.8333332999999,14780,1055.714286,14.78,0,0,468.526,3987.6440000000002,5629.701999999999,4105.884,586.766,0,42.40181086168222
183,2019,khulna,0.805077119,27.17,33.11,3.12,7,534.5833333,12830,916.4285714,12.83,0,0,406.711,3461.534,4886.947,3564.1740000000004,509.351,0,41.634586087917775
184,2019,khulna,0.87540856,26.49,33.84,2.23,7,682.0833332999999,16370,1169.285714,16.37,0,0,518.929,4416.626,6235.3330000000005,4547.585999999999,649.889,0,41.6307604951063
185,2019,khulna,0.8636087020000001,26.97,33.45,2.14,7,643.75,15450,1103.5714289999999,15.45,0,0,489.765,4168.41,5884.905,4292.01,613.365,0,41.49367053565731
186,2019,khulna,0.86227399,26.91,31.66,2.03,7,559.5833332999999,13430,959.2857142999999,13.43,0,0,425.731,3623.414,5115.487,3730.8540000000003,533.1709999999999,0,41.12980730958493
187,2019,khulna,0.744200745,26.82,32.56,2.77,7,275.4166667,6610,472.14285710000007,6.61,0,0,209.537,1783.378,2517.749,1836.2579999999998,262.41700000000003,0,39.642018384681336
188,2019,khulna,0.770524007,26.45,32.76,3.87,7,169.58333330000002,4070,290.7142857,4.07,0,0,129.019,1098.086,1550.263,1130.646,161.579,0,37.84786291708818
189,2019,khulna,0.8901527659999999,27.2,32.27,3.78,7,386.6666667,9280,662.8571429,9.28,0,0,294.176,2503.744,3534.752,2577.984,368.416,0,37.17029671098863
190,2019,khulna,0.679774315,27.3,30.18,3.49,7,167.91666669999998,4030,287.85714289999993,4.03,0,0,127.751,1087.2939999999999,1535.027,1119.5339999999999,159.991,0,35.86748031759004
191,2019,khulna,0.771273671,26.89,31.22,3.32,7,325.8333333,7820,558.5714286,7.82,0,0,247.894,2109.8360000000002,2978.638,2172.396,310.454,0,35.26035656074656
192,2019,khulna,0.851111835,26.79,29.34,3.22,7,-4125.0,-99000,-7071.4285709999995,-99.0,0,0,-3138.3,-26710.2,-37709.1,-27502.2,-3930.3,0,18.356495309741675
193,2019,khulna,0.670481189,26.61,30.26,3.32,7,168.33333330000002,4040,288.57142860000005,4.04,0,0,128.06799999999998,1089.992,1538.836,1122.312,160.388,0,18.84225363028568
194,2019,khulna,0.6936597529999999,26.62,30.52,3.32,7,639.1666667000001,15340,1095.714286,15.34,0,0,486.278,4138.732,5843.005999999999,4261.452,608.998,0,20.782227246611797
195,2019,khulna,0.7231198790000001,26.53,32.35,3.08,7,774.1666667000001,18580,1327.142857,18.58,0,0,588.986,5012.884,7077.121999999999,5161.524,737.6260000000001,0,22.9168495553301
196,2019,khulna,0.830217256,27.12,32.0,2.44,7,707.5,16980,1212.857143,16.98,0,0,538.266,4581.204000000001,6467.682,4717.044,674.1060000000001,0,25.004228851914192
197,2019,khulna,0.7733203479999999,27.0,31.59,1.78,7,833.3333332999999,20000,1428.5714289999999,20.0,0,0,634.0,5396.0,7618.0,5556.0,794.0,0,27.2814911066678
198,2019,khulna,0.812810004,26.46,32.84,1.38,7,980.0,23520,1680.0,23.52,0,0,745.584,6345.696,8958.768,6533.856,933.7439999999999,0,29.940247064188615
199,2019,khulna,0.762782776,26.27,32.37,1.53,7,525.4166667,12610,900.7142857000001,12.61,0,0,399.73699999999997,3402.178,4803.149,3503.058,500.61699999999996,0,30.73426932029551
200,2019,khulna,0.8375159240000001,26.16,31.44,1.92,7,910.0,21840,1560.0,21.84,0,0,692.328,5892.432,8318.856,6067.151999999999,867.048,0,32.75593978273518
201,2019,khulna,0.891971147,26.09,32.91,1.91,7,843.3333332999998,20240,1445.714286,20.24,0,0,641.6080000000001,5460.7519999999995,7709.416,5622.672,803.528,0,34.33581321194302
202,2019,khulna,0.868355381,26.48,32.23,2.06,7,846.25,20310,1450.714286,20.31,0,0,643.827,5479.638000000001,7736.079000000001,5642.118,806.307,0,35.824678191043056
203,2019,khulna,0.722641952,26.81,31.54,2.19,7,-4125.0,-99000,-7071.4285709999995,-99.0,0,0,-3138.3,-26710.2,-37709.1,-27502.2,-3930.3,0,18.889088230385653
204,2019,khulna,0.720337145,26.4,30.67,2.11,7,836.6666667000001,20080,1434.285714,20.08,0,0,636.536,5417.584,7648.472,5578.224,797.176,0,21.752612184840487
205,2019,khulna,0.7542371240000001,26.1,31.8,2.1,7,742.9166667000001,17830,1273.5714289999999,17.83,0,0,565.211,4810.534000000001,6791.446999999999,4953.174,707.8510000000001,0,24.039214112167294
206,2019,khulna,0.7622881109999999,26.18,31.15,1.14,7,431.25,10350,739.2857142999999,10.35,0,0,328.095,2792.43,3942.315,2875.23,410.895,0,24.70057441971872
207,2019,khulna,0.675609118,26.33,31.47,1.75,7,422.08333330000005,10130,723.5714286,10.13,0,0,321.121,2733.074,3858.5170000000003,2814.114,402.161,0,25.322363558527652
208,2019,khulna,0.8630524490000001,26.29,32.0,1.84,7,701.6666667000001,16840,1202.857143,16.84,0,0,533.828,4543.432,6414.356,4678.152,668.548,0,26.857739124603675
209,2019,khulna,0.742613455,26.4,31.86,3.54,7,753.75,18090,1292.142857,18.09,0,0,573.453,4880.682,6890.481,5025.402,718.173,0,28.604685443880918
210,2019,khulna,0.838067428,26.24,30.25,3.96,7,738.75,17730,1266.4285710000001,17.73,0,0,562.0409999999999,4783.554,6753.357,4925.394,703.8810000000001,0,29.948143271240443
211,2019,khulna,0.876122638,25.74,29.85,2.54,7,317.0833333,7610,543.5714286,7.61,0,0,241.237,2053.178,2898.6490000000003,2114.058,302.117,0,29.622317375594047
212,2019,khulna,0.776202396,25.71,31.9,2.38,7,482.91666669999995,11590,827.8571429,11.59,0,0,367.403,3126.982,4414.630999999999,3219.702,460.12300000000005,0,30.000703805646218
213,2019,khulna,0.864539837,25.54,32.18,1.78,8,694.1666667000001,16660,1190.0,16.66,0,0,396.50800000000004,4628.148,6345.794,4759.762,528.122,0,31.208692055748315
214,2019,khulna,0.8945236740000001,25.7,30.14,2.04,8,731.6666667000001,17560,1254.285714,17.56,0,0,417.92800000000005,4878.168,6688.604,5016.892,556.6519999999999,0,32.398704162144604
215,2019,khulna,0.692830953,26.01,32.37,1.68,8,719.5833332999999,17270,1233.5714289999999,17.27,0,0,411.026,4797.606,6578.143,4934.039000000001,547.4590000000001,0,33.506300867245514
216,2019,khulna,0.752688531,26.38,33.5,1.26,8,517.0833333,12410,886.4285714,12.41,0,0,295.358,3447.498,4726.969,3545.5370000000003,393.397,0,33.83380187467338
217,2019,khulna,0.895828244,27.73,33.64,1.42,8,913.3333332999998,21920,1565.714286,21.92,0,0,521.696,6089.376,8349.328000000001,6262.544,694.8639999999999,0,35.65864056549694
218,2019,khulna,0.79051786,27.53,31.36,1.94,8,737.9166667000001,17710,1265.0,17.71,0,0,421.49800000000005,4919.838,6745.7390000000005,5059.747,561.4069999999999,0,36.50244248916927
219,2019,khulna,0.763009745,26.3,30.73,4.2,8,529.5833333,12710,907.8571429,12.71,0,0,302.498,3530.8379999999997,4841.2390000000005,3631.2470000000003,402.907,0,36.446100472749244
220,2019,khulna,0.746917189,26.15,30.72,3.77,8,332.0833333,7970,569.2857142999999,7.97,0,0,189.68599999999998,2214.0660000000003,3035.7729999999997,2277.029,252.649,0,35.4966294860471
221,2019,khulna,0.73061372,26.02,31.99,1.84,8,464.16666669999995,11140,795.7142857000001,11.14,0,0,265.132,3094.692,4243.226,3182.698,353.13800000000003,0,35.24067571018968
222,2019,khulna,0.868918072,26.23,33.67,0.88,8,854.5833332999998,20510,1465.0,20.51,0,0,488.13800000000003,5697.678000000001,7812.259,5859.706999999999,650.1669999999999,0,36.57527809468391
223,2019,khulna,0.8155462440000001,27.27,32.04,0.88,8,817.5,19620,1401.4285710000001,19.62,0,0,466.95599999999996,5450.436,7473.258000000001,5605.434,621.9540000000001,0,37.780973033523495
224,2019,khulna,0.718432897,26.88,31.14,1.35,8,373.75,8970,640.7142857000001,8.97,0,0,213.486,2491.866,3416.673,2562.729,284.349,0,37.106534401892276
225,2019,khulna,0.758672307,26.58,29.99,3.71,8,219.58333330000002,5270,376.42857139999995,5.27,0,0,125.426,1464.006,2007.3429999999998,1505.639,167.05900000000003,0,35.73405131923943
226,2019,khulna,0.890306092,26.42,29.42,2.78,8,240.41666669999998,5770,412.14285710000007,5.77,0,0,137.326,1602.906,2197.7929999999997,1648.489,182.90900000000002,0,34.461669067013716
227,2019,khulna,0.7389899209999999,26.46,30.23,2.43,8,101.66666670000001,2440,174.28571430000002,2.44,0,0,58.071999999999996,677.832,929.3960000000001,697.1080000000001,77.348,0,32.8904408464425
228,2019,khulna,0.878441774,26.34,29.93,2.08,8,500.41666669999995,12010,857.8571429,12.01,0,0,285.83799999999997,3336.3779999999997,4574.609,3431.257,380.717,0,33.07565170620408
229,2019,khulna,0.72883711,26.46,28.9,1.58,8,298.3333333,7160,511.42857139999995,7.16,0,0,170.408,1989.0479999999998,2727.244,2045.612,226.972,0,32.34921614171692
230,2019,khulna,0.816595933,25.76,29.26,2.4,8,717.9166667000001,17230,1230.714286,17.23,0,0,410.074,4786.494000000001,6562.906999999999,4922.611,546.191,0,33.22566729850427
231,2019,khulna,0.8648410670000001,25.54,31.77,2.43,8,887.0833332999998,21290,1520.714286,21.29,0,0,506.702,5914.361999999999,8109.361,6082.553000000001,674.893,0,34.78729714099426
232,2019,khulna,0.866938427,25.28,32.18,1.72,8,741.6666667000001,17800,1271.4285710000001,17.8,0,0,423.64,4944.84,6780.02,5085.46,564.26,0,35.74102202669291
233,2019,khulna,0.7003807609999999,26.33,31.88,1.56,8,887.9166667000002,21310,1522.142857,21.31,0,0,507.17800000000005,5919.918000000001,8116.979,6088.267,675.5269999999999,0,37.16645703847474
234,2019,khulna,0.8755092109999999,26.27,32.26,1.03,8,758.75,18210,1300.714286,18.21,0,0,433.398,5058.738,6936.189,5202.597,577.257,0,38.150352546508024
235,2019,khulna,0.678698331,26.02,31.37,1.86,8,644.5833332999999,15470,1105.0,15.47,0,0,368.186,4297.566,5892.523,4419.779,490.399,0,38.30916411010201
236,2019,khulna,0.711539665,25.94,29.2,1.33,8,469.16666669999995,11260,804.2857142999999,11.26,0,0,267.988,3128.028,4288.934,3216.982,356.94199999999995,0,37.933151492797435
237,2019,khulna,0.7389706359999999,25.37,30.39,2.4,8,522.5,12540,895.7142857000001,12.54,0,0,298.452,3483.612,4776.486,3582.678,397.51800000000003,0,37.60778482442162
238,2019,khulna,0.734730243,25.82,29.24,1.86,8,768.3333332999999,18440,1317.142857,18.44,0,0,438.87199999999996,5122.6320000000005,7023.795999999999,5268.308000000001,584.548,0,38.230699452856946
239,2019,khulna,0.7083322740000001,25.3,32.07,1.93,8,734.5833332999999,17630,1259.285714,17.63,0,0,419.594,4897.6140000000005,6715.267,5036.891,558.871,0,38.74191742709461
240,2019,khulna,0.67283388,25.69,31.24,1.77,8,822.9166667000001,19750,1410.714286,19.75,0,0,470.05,5486.55,7522.775,5642.575,626.075,0,39.569437308638044
241,2019,khulna,0.820080861,25.87,32.0,1.97,8,741.25,17790,1270.714286,17.79,0,0,423.402,4942.062,6776.210999999999,5082.603,563.943,0,39.88248370165069
242,2019,khulna,0.846315968,26.03,32.38,1.07,8,876.6666667000002,21040,1502.857143,21.04,0,0,500.75199999999995,5844.911999999999,8014.1359999999995,6011.128000000001,666.9680000000001,0,40.826326732258366
243,2019,khulna,0.784826026,26.38,31.71,0.91,9,670.0,16080,1148.5714289999999,16.08,0,0,392.352,4706.616,6536.52,4184.016,262.10400000000004,0,41.019802655679825
244,2019,khulna,0.8335204940000001,26.46,31.86,0.74,9,502.08333330000005,12050,860.7142857000001,12.05,0,0,294.02,3527.035,4898.325,3135.41,196.415,0,40.591966859875946
245,2019,khulna,0.714858113,26.62,31.76,1.64,9,743.75,17850,1275.0,17.85,0,0,435.54,5224.695,7256.025,4644.57,290.955,0,40.85574595169694
246,2019,khulna,0.899686572,26.11,30.37,1.97,9,581.6666667000001,13960,997.1428571,13.96,0,0,340.624,4086.092,5674.74,3632.3920000000003,227.548,0,40.586538333705356
247,2019,khulna,0.8683699,26.3,30.79,2.0,9,581.6666667000001,13960,997.1428571,13.96,0,0,340.624,4086.092,5674.74,3632.3920000000003,227.548,0,40.39058518684383
248,2019,khulna,0.676555385,26.38,30.16,2.3,9,698.75,16770,1197.857143,16.77,0,0,409.18800000000005,4908.579000000001,6817.005,4363.554,273.351,0,40.636418488676206
249,2019,khulna,0.853370065,26.3,31.74,2.65,9,732.0833332999999,17570,1255.0,17.57,0,0,428.708,5142.7390000000005,7142.205,4571.714,286.39099999999996,0,40.84469444738381
250,2019,khulna,0.739316401,26.57,31.2,2.83,9,408.3333333,9800,700.0,9.8,0,0,239.12,2868.46,3983.7,2549.96,159.74,0,39.81219615304654
251,2019,khulna,0.759838707,26.23,31.38,2.67,9,207.08333330000002,4970,355.0,4.97,0,0,121.26799999999999,1454.719,2020.305,1293.194,81.01100000000001,0,38.225477597016436
252,2019,khulna,0.792099565,26.29,32.45,1.93,9,673.75,16170,1155.0,16.17,0,0,394.548,4732.959,6573.105,4207.434,263.57099999999997,0,38.43313739638995
253,2019,khulna,0.8706175079999999,26.89,30.86,1.61,9,400.8333333,9620,687.1428571,9.62,0,0,234.72799999999998,2815.7740000000003,3910.53,2503.124,156.806,0,37.834115439671265
254,2019,khulna,0.878051191,26.7,30.47,1.61,9,485.83333330000005,11660,832.8571429,11.66,0,0,284.504,3412.882,4739.79,3033.9320000000002,190.058,0,37.43587000555979
255,2019,khulna,0.6948918000000001,26.34,29.27,2.49,9,457.91666669999995,10990,785.0,10.99,0,0,268.156,3216.7729999999997,4467.435,2859.598,179.137,0,36.82570758540208
256,2019,khulna,0.8564753940000001,25.78,29.78,2.41,9,700.8333332999999,16820,1201.4285710000001,16.82,0,0,410.408,4923.214,6837.33,4376.564,274.166,0,37.36698118085008
257,2019,khulna,0.878432236,25.34,30.23,1.74,9,711.25,17070,1219.285714,17.07,0,0,416.50800000000004,4996.389,6938.955,4441.6140000000005,278.241,0,37.94980203894544
258,2019,khulna,0.736284101,25.81,31.82,1.73,9,823.3333332999999,19760,1411.4285710000001,19.76,0,0,482.144,5783.7519999999995,8032.44,5141.552,322.08799999999997,0,38.93173643073691
259,2019,khulna,0.861998675,25.72,30.4,1.48,9,825.0,19800,1414.285714,19.8,0,0,483.12,5795.46,8048.7,5151.96,322.74,0,39.83435489939123
260,2019,khulna,0.737732742,25.49,31.79,1.16,9,894.5833332999998,21470,1533.5714289999999,21.47,0,0,523.868,6284.269,8727.555,5586.494000000001,349.961,0,40.87604233253302
261,2019,khulna,0.865225208,25.44,32.43,1.24,9,644.1666667000001,15460,1104.285714,15.46,0,0,377.224,4525.142,6284.49,4022.692,251.998,0,40.833287467378824
262,2019,khulna,0.851473127,25.45,33.28,0.98,9,897.0833332999998,21530,1537.857143,21.53,0,0,525.332,6301.831,8751.945,5602.106,350.939,0,41.71941864616755
263,2019,khulna,0.8852184329999999,25.35,32.38,0.88,9,809.5833332999999,19430,1387.857143,19.43,0,0,474.092,5687.161,7898.295,5055.686,316.709,0,42.28151141553612
264,2019,khulna,0.676946616,25.37,31.61,0.86,9,199.16666669999998,4780,341.42857139999995,4.78,0,0,116.632,1399.106,1943.07,1243.756,77.914,0,40.62082560254545
265,2019,khulna,0.838258885,26.26,31.77,0.97,9,811.6666667000001,19480,1391.4285710000001,19.48,0,0,475.31199999999995,5701.795999999999,7918.62,5068.696,317.524,0,41.02124830945222
266,2019,khulna,0.685035051,25.4,29.5,1.51,9,488.75,11730,837.8571429,11.73,0,0,286.212,3433.3709999999996,4768.245,3052.1459999999997,191.199,0,40.25973970793189
267,2019,khulna,0.8822880240000001,25.75,28.87,1.81,9,441.25,10590,756.4285714,10.59,0,0,258.39599999999996,3099.6929999999998,4304.835,2755.518,172.61700000000002,0,39.388803063018194
268,2019,khulna,0.86769123,24.68,28.05,1.89,9,223.75,5370,383.57142860000005,5.37,0,0,131.028,1571.799,2182.905,1397.274,87.531,0,37.73547165834168
269,2019,khulna,0.8397576520000001,23.89,29.84,0.71,9,527.0833333,12650,903.5714286,12.65,0,0,308.66,3702.655,5142.225,3291.53,206.195,0,37.449351584865425
270,2019,khulna,0.834647721,23.86,29.76,0.96,9,424.58333330000005,10190,727.8571429,10.19,0,0,248.636,2982.613,4142.235,2651.438,166.097,0,36.69147240692862
271,2019,khulna,0.73067363,24.19,28.44,0.72,9,407.0833333,9770,697.8571429,9.77,0,0,238.388,2859.679,3971.505,2542.154,159.251,0,36.09675897413897
272,2019,khulna,0.693750155,24.14,27.65,0.8,9,339.5833333,8150,582.1428571,8.15,0,0,198.86,2385.505,3312.975,2120.63,132.845,0,35.27430818741512
273,2019,khulna,0.762257227,23.35,29.15,1.4,9,475.0,11400,814.2857142999999,11.4,0,0,278.16,3336.78,4634.1,2966.28,185.82,0,34.88220300844255
274,2019,khulna,0.819142447,24.5,30.07,1.63,10,631.6666667000001,15160,1082.857143,15.16,0,0,327.45599999999996,4472.2,6543.056,3708.136,109.152,0,35.23347267186764
275,2019,khulna,0.886444445,24.67,30.98,0.92,10,841.25,20190,1442.142857,20.19,0,0,436.10400000000004,5956.05,8714.004,4938.474,145.368,0,36.32235631033633
276,2019,khulna,0.677847456,24.99,30.72,1.23,10,583.75,14010,1000.7142859999999,14.01,0,0,302.616,4132.95,6046.715999999999,3426.8459999999995,100.87200000000001,0,36.478151412404124
277,2019,khulna,0.7951765829999999,24.51,30.26,1.11,10,790.0,18960,1354.285714,18.96,0,0,409.536,5593.2,8183.1359999999995,4637.616,136.512,0,37.35886959400433
278,2019,khulna,0.8539373709999999,24.24,30.31,0.97,10,785.4166667000001,18850,1346.4285710000001,18.85,0,0,407.16,5560.75,8135.66,4610.71,135.72,0,38.17835411865413
279,2019,khulna,0.822669015,24.6,30.73,0.93,10,342.9166667,8230,587.8571429,8.23,0,0,177.768,2427.85,3552.0679999999998,2013.058,59.256,0,37.322470972930354
280,2019,khulna,0.8521381859999999,24.68,29.44,0.92,10,343.75,8250,589.2857142999999,8.25,0,0,178.2,2433.75,3560.7,2017.95,59.4,0,36.444116701800425
281,2019,khulna,0.84737498,24.64,29.36,0.99,10,645.4166667000001,15490,1106.4285710000001,15.49,0,0,334.584,4569.55,6685.484,3788.8540000000003,111.52799999999999,0,36.696522834595314
282,2019,khulna,0.806126315,23.61,27.96,1.39,10,385.0,9240,660.0,9.24,0,0,199.584,2725.8,3987.9840000000004,2260.104,66.528,0,35.94479250267814
283,2019,khulna,0.763762568,23.13,29.79,0.78,10,487.08333330000005,11690,835.0,11.69,0,0,252.50400000000002,3448.55,5045.404,2859.3740000000003,84.16799999999999,0,35.614245283665845
284,2019,khulna,0.813739723,23.6,30.17,0.91,10,751.25,18030,1287.857143,18.03,0,0,389.44800000000004,5318.85,7781.7480000000005,4410.138,129.816,0,36.28468559252302
285,2019,khulna,0.766181795,23.68,30.36,1.04,10,808.75,19410,1386.4285710000001,19.41,0,0,419.256,5725.95,8377.356,4747.686,139.752,0,37.147630007693635
286,2019,khulna,0.8855928759999999,22.63,30.39,1.19,10,761.6666667000001,18280,1305.714286,18.28,0,0,394.848,5392.6,7889.648,4471.288,131.616,0,37.72340372999292
287,2019,khulna,0.872283058,22.32,30.21,1.26,10,826.6666667000001,19840,1417.142857,19.84,0,0,428.54400000000004,5852.8,8562.944,4852.8640000000005,142.84799999999998,0,38.38951274500301
288,2019,khulna,0.806048543,21.9,31.07,0.74,10,780.8333332999999,18740,1338.5714289999999,18.74,0,0,404.784,5528.3,8088.184,4583.804,134.928,0,38.82015148370914
289,2019,khulna,0.862940206,24.37,31.31,0.57,10,657.5,15780,1127.142857,15.78,0,0,340.848,4655.1,6810.648,3859.788,113.616,0,39.0023334664047
290,2019,khulna,0.7050626529999999,23.49,31.91,0.75,10,762.0833332999999,18290,1306.4285710000001,18.29,0,0,395.064,5395.55,7893.964,4473.734,131.688,0,39.45138043885814
291,2019,khulna,0.8531466129999999,24.03,31.7,0.94,10,762.5,18300,1307.142857,18.3,0,0,395.28,5398.5,7898.28,4476.18,131.76,0,39.90831584215953
292,2019,khulna,0.755203508,24.29,30.09,1.13,10,759.1666667000001,18220,1301.4285710000001,18.22,0,0,393.55199999999996,5374.9,7863.7519999999995,4456.612,131.184,0,40.27147634967289
293,2019,khulna,0.8127140159999999,23.1,31.02,1.3,10,768.3333332999999,18440,1317.142857,18.44,0,0,398.30400000000003,5439.8,7958.704000000001,4510.424,132.768,0,40.6292528895067
294,2019,khulna,0.6805706709999999,22.49,30.61,1.09,10,745.8333332999999,17900,1278.5714289999999,17.9,0,0,386.64,5280.5,7725.64,4378.34,128.88,0,40.831119691851086
295,2019,khulna,0.775812561,23.49,30.06,1.0,10,660.0,15840,1131.4285710000001,15.84,0,0,342.144,4672.8,6836.544,3874.4640000000004,114.04799999999999,0,40.79286605878595
296,2019,khulna,0.742475456,23.28,29.43,1.13,10,547.5,13140,938.5714286,13.14,0,0,283.824,3876.3,5671.224,3214.0440000000003,94.60799999999999,0,40.33560390129784
297,2019,khulna,0.7406858140000001,21.33,23.86,2.15,10,245.0,5880,420.0,5.88,0,0,127.008,1734.6,2537.808,1438.2479999999998,42.336000000000006,0,38.35741178415491
298,2019,khulna,0.877135517,21.0,27.4,1.87,10,84.58333333,2030,145.0,2.03,0,0,43.848,598.85,876.148,496.538,14.616,0,36.002964215748385
299,2019,khulna,0.889821132,24.07,28.19,1.42,10,478.75,11490,820.7142857000001,11.49,0,0,248.18400000000003,3389.55,4959.084,2810.454,82.728,0,35.39122846187424
300,2019,khulna,0.6858194879999999,22.58,28.75,1.33,10,709.5833332999999,17030,1216.4285710000001,17.03,0,0,367.848,5023.85,7350.148,4165.538,122.616,0,35.63957257863075
301,2019,khulna,0.7029674,20.87,27.63,1.49,10,745.4166667000001,17890,1277.857143,17.89,0,0,386.42400000000004,5277.55,7721.3240000000005,4375.894,128.808,0,35.98341240321653
302,2019,khulna,0.7197411770000001,19.04,27.9,1.24,10,738.3333332999999,17720,1265.714286,17.72,0,0,382.75199999999995,5227.4,7647.951999999999,4334.312,127.584,0,36.20356497049379
303,2019,khulna,0.752532674,19.57,28.56,1.27,10,726.6666667000001,17440,1245.714286,17.44,0,0,376.704,5144.8,7527.104,4265.8240000000005,125.568,0,36.43991044579941
304,2019,khulna,0.8909645009999999,19.05,28.88,1.19,10,684.1666667000001,16420,1172.857143,16.42,0,0,354.67199999999997,4843.9,7086.871999999999,4016.3320000000003,118.22399999999999,0,36.503697034363626
305,2019,khulna,0.851213848,21.47,28.84,1.09,11,721.6666667000001,17320,1237.142857,17.32,0,0,254.604,4839.208,7896.188,4201.832,128.168,0,36.706542395946684
306,2019,khulna,0.701423215,19.82,29.41,1.52,11,724.5833332999999,17390,1242.142857,17.39,0,0,255.63299999999998,4858.766,7928.101,4218.814,128.686,0,36.89793820929004
307,2019,khulna,0.678714397,20.71,29.49,1.3,11,714.1666667000001,17140,1224.285714,17.14,0,0,251.958,4788.916,7814.126,4158.164000000001,126.836,0,37.07050008968459
308,2019,khulna,0.8845188820000001,21.2,29.29,1.23,11,689.5833332999999,16550,1182.142857,16.55,0,0,243.285,4624.07,7545.145,4015.03,122.47,0,37.19412745619419
309,2019,khulna,0.703541874,20.65,29.38,1.04,11,709.5833332999999,17030,1216.4285710000001,17.03,0,0,250.34099999999998,4758.182,7763.977,4131.478,126.022,0,37.28986212072136
310,2019,khulna,0.8077068820000001,20.17,28.61,1.45,11,615.4166667000001,14770,1055.0,14.77,0,0,217.11900000000003,4126.738,6733.643,3583.202,109.29799999999999,0,36.99682591013151
311,2019,khulna,0.707973438,17.73,29.53,1.33,11,490.0,11760,840.0,11.76,0,0,172.872,3285.744,5361.384,2852.9759999999997,87.024,0,36.057149929326
