day,year,district,wind_speed_2m,min_temp,max_temp,WS2M,month,SRAD_24,SRAD_1000,SRAD_14,SRAD_MJ/m2day,SRAD00,SRAD03,SRAD06,SRAD09,SRAD12,SRAD15,SRAD18,SRAD21,0
1,2018,khulna,0.730033047,12.7,24.45,1.17,1,340.0,8160,582.8571429,8.16,0,0,58.751999999999995,1819.68,3815.616,2348.448,117.50399999999999,0,14.374884626783196
2,2018,khulna,0.7829152640000001,13.68,22.95,1.31,1,540.4166667000001,12970,926.4285714,12.97,0,0,93.384,2892.31,6064.772,3732.7659999999996,186.768,0,15.264188151265765
3,2018,khulna,0.806346163,10.08,23.47,1.75,1,611.25,14670,1047.857143,14.67,0,0,105.624,3271.41,6859.691999999999,4222.026,211.248,0,16.10789449918562
4,2018,khulna,0.731865785,8.39,20.97,1.55,1,600.4166667000001,14410,1029.285714,14.41,0,0,103.75200000000001,3213.43,6738.116,4147.198,207.50400000000002,0,16.528897747464544
5,2018,khulna,0.769240322,7.02,20.96,1.6,1,609.1666667000001,14620,1044.285714,14.62,0,0,105.264,3260.26,6836.312,4207.6359999999995,210.528,0,16.94546757247827
6,2018,khulna,0.870505023,6.98,22.27,1.54,1,623.75,14970,1069.285714,14.97,0,0,107.78399999999999,3338.31,6999.972,4308.366,215.56799999999998,0,17.365406486789286
7,2018,khulna,0.747823081,7.51,21.61,1.55,1,633.75,15210,1086.4285710000001,15.21,0,0,109.512,3391.83,7112.196,4377.438,219.024,0,17.683230042047782
8,2018,khulna,0.78884175,8.03,20.76,1.36,1,617.0833332999999,14810,1057.857143,14.81,0,0,106.632,3302.63,6925.156,4262.318,213.264,0,17.92227964368448
9,2018,khulna,0.8511143059999999,6.35,20.39,1.48,1,641.6666667000001,15400,1100.0,15.4,0,0,110.88,3434.2,7201.04,4432.12,221.76,0,18.175127414278965
10,2018,khulna,0.818109037,5.76,21.08,1.4,1,645.0,15480,1105.714286,15.48,0,0,111.456,3452.04,7238.448,4455.144,222.912,0,18.456824822123394
11,2018,khulna,0.6925468159999999,7.48,20.2,1.27,1,620.4166667000001,14890,1063.5714289999999,14.89,0,0,107.208,3320.47,6962.564,4285.342000000001,214.416,0,18.70732774675236
12,2018,khulna,0.727992028,8.52,21.6,1.05,1,620.8333332999999,14900,1064.285714,14.9,0,0,107.28,3322.7,6967.24,4288.22,214.56,0,18.924490300446152
13,2018,khulna,0.706793467,9.18,21.17,1.0,1,545.0,13080,934.2857142999999,13.08,0,0,94.176,2916.84,6116.2080000000005,3764.4240000000004,188.352,0,18.97420847349412
14,2018,khulna,0.863168718,9.3,21.69,1.39,1,593.75,14250,1017.857143,14.25,0,0,102.6,3177.75,6663.3,4101.15,205.2,0,19.181219249010336
15,2018,khulna,0.842351423,7.91,22.6,1.41,1,603.75,14490,1035.0,14.49,0,0,104.32799999999999,3231.27,6775.524,4170.222,208.65599999999998,0,19.363194360854575
16,2018,khulna,0.7079431909999999,8.96,23.28,1.47,1,640.0,15360,1097.142857,15.36,0,0,110.59200000000001,3425.28,7182.335999999999,4420.608,221.18400000000003,0,19.59940567583142
17,2018,khulna,0.682403313,9.44,23.47,1.48,1,647.0833332999999,15530,1109.285714,15.53,0,0,111.816,3463.19,7261.828,4469.534000000001,223.632,0,20.00665822729344
18,2018,khulna,0.889385022,8.19,24.24,1.39,1,652.9166667000001,15670,1119.285714,15.67,0,0,112.824,3494.41,7327.2919999999995,4509.826,225.648,0,20.431159576699557
19,2018,khulna,0.7399147970000001,7.68,23.74,1.35,1,666.6666667000001,16000,1142.857143,16.0,0,0,115.2,3568.0,7481.6,4604.8,230.4,0,20.84543484374895
20,2018,khulna,0.8587635220000001,9.18,24.08,1.22,1,654.1666667000001,15700,1121.4285710000001,15.7,0,0,113.04,3501.1,7341.32,4518.46,226.08,0,21.167811891840472
21,2018,khulna,0.8294129000000001,11.57,24.5,1.16,1,672.9166667000001,16150,1153.5714289999999,16.15,0,0,116.28,3601.45,7551.74,4647.97,232.56,0,21.552123021741057
22,2018,khulna,0.807068091,8.81,24.27,1.35,1,680.4166667000001,16330,1166.4285710000001,16.33,0,0,117.57600000000001,3641.59,7635.908,4699.774,235.15200000000002,0,21.903585474644753
23,2018,khulna,0.8441285040000001,8.9,24.79,1.17,1,681.6666667000001,16360,1168.5714289999999,16.36,0,0,117.792,3648.28,7649.936,4708.407999999999,235.584,0,22.3710434734756
24,2018,khulna,0.8968523359999999,12.65,25.83,0.74,1,664.5833332999999,15950,1139.285714,15.95,0,0,114.84,3556.85,7458.22,4590.41,229.68,0,22.589087353849443
25,2018,khulna,0.731657034,11.95,26.09,1.52,1,660.0,15840,1131.4285710000001,15.84,0,0,114.04799999999999,3532.32,7406.784000000001,4558.752,228.09599999999998,0,23.178920662728594
26,2018,khulna,0.685442895,10.58,25.45,1.4,1,687.9166667000001,16510,1179.285714,16.51,0,0,118.87200000000001,3681.73,7720.076,4751.5779999999995,237.74400000000003,0,23.502486011994034
27,2018,khulna,0.8795997590000001,10.26,24.31,1.49,1,667.5,16020,1144.285714,16.02,0,0,115.344,3572.46,7490.951999999999,4610.556,230.688,0,23.762424792608083
28,2018,khulna,0.819515441,10.88,24.18,1.22,1,707.5,16980,1212.857143,16.98,0,0,122.256,3786.54,7939.848000000001,4886.844,244.512,0,23.987268925326074
29,2018,khulna,0.7489218870000001,10.76,24.48,1.35,1,708.3333332999999,17000,1214.285714,17.0,0,0,122.4,3791.0,7949.2,4892.6,244.8,0,24.27367742562779
30,2018,khulna,0.8147416009999999,9.96,25.38,1.29,1,704.1666667000001,16900,1207.142857,16.9,0,0,121.68,3768.7,7902.44,4863.82,243.36,0,24.567859250656493
31,2018,khulna,0.7017025370000001,12.07,26.54,1.0,1,687.9166667000001,16510,1179.285714,16.51,0,0,118.87200000000001,3681.73,7720.076,4751.5779999999995,237.74400000000003,0,24.831067012881523
32,2018,khulna,0.819084244,11.84,26.14,1.26,2,689.1666667000001,16540,1181.4285710000001,16.54,0,0,105.85600000000001,3686.7659999999996,7479.388000000001,4952.076,315.914,0,25.157629109874907
33,2018,khulna,0.857775727,13.82,26.63,0.87,2,688.3333332999999,16520,1180.0,16.52,0,0,105.728,3682.308,7470.344,4946.088,315.532,0,25.485394774807727
34,2018,khulna,0.834352902,14.3,27.38,0.87,2,698.75,16770,1197.857143,16.77,0,0,107.32799999999999,3738.033,7583.394,5020.938,320.307,0,25.81427548285786
35,2018,khulna,0.826469274,13.49,29.53,1.44,2,695.0,16680,1191.4285710000001,16.68,0,0,106.75200000000001,3717.972,7542.696,4993.992,318.58799999999997,0,26.22160188328636
36,2018,khulna,0.720243906,15.83,29.01,0.78,2,652.5,15660,1118.5714289999999,15.66,0,0,100.22399999999999,3490.614,7081.451999999999,4688.604,299.106,0,26.8877167726253
37,2018,khulna,0.698136212,14.7,28.42,1.41,2,661.25,15870,1133.5714289999999,15.87,0,0,101.568,3537.423,7176.414000000001,4751.478,303.117,0,27.495309292724123
38,2018,khulna,0.7373524770000001,14.85,29.86,1.29,2,702.9166667000001,16870,1205.0,16.87,0,0,107.96799999999999,3760.323,7628.6140000000005,5050.878,322.217,0,27.93123031463832
39,2018,khulna,0.805395875,16.84,29.31,1.27,2,330.8333333,7940,567.1428571,7.94,0,0,50.816,1769.826,3590.468,2377.236,151.654,0,27.110296526204557
40,2018,khulna,0.8254891440000001,14.91,29.98,1.2,2,651.6666667000001,15640,1117.142857,15.64,0,0,100.096,3486.156,7072.408,4682.616,298.724,0,27.28493777211319
41,2018,khulna,0.7767092459999999,16.81,28.27,1.42,2,638.3333332999999,15320,1094.285714,15.32,0,0,98.04799999999999,3414.828,6927.704000000001,4586.808,292.612,0,27.77210745490837
42,2018,khulna,0.727652337,15.27,26.4,1.25,2,628.3333332999999,15080,1077.142857,15.08,0,0,96.512,3361.3320000000003,6819.1759999999995,4514.952,288.028,0,27.988866190879513
43,2018,khulna,0.843358732,12.35,29.27,1.68,2,735.8333332999999,17660,1261.4285710000001,17.66,0,0,113.024,3936.414,7985.852,5287.404,337.306,0,28.284762852650285
44,2018,khulna,0.8482233220000001,12.32,29.73,1.63,2,710.4166667000001,17050,1217.857143,17.05,0,0,109.12,3800.445,7710.01,5104.77,325.655,0,28.636310987814593
45,2018,khulna,0.699948322,15.5,29.47,1.79,2,737.0833332999999,17690,1263.5714289999999,17.69,0,0,113.21600000000001,3943.1009999999997,7999.418000000001,5296.3859999999995,337.879,0,29.05253306098718
46,2018,khulna,0.785251583,13.87,29.21,1.63,2,776.25,18630,1330.714286,18.63,0,0,119.23200000000001,4152.627,8424.485999999999,5577.821999999999,355.833,0,29.603318323765702
47,2018,khulna,0.6719559759999999,12.81,29.11,1.76,2,793.3333332999999,19040,1360.0,19.04,0,0,121.85600000000001,4244.016,8609.888,5700.576,363.664,0,29.792608113300528
48,2018,khulna,0.707828465,12.6,29.66,1.44,2,778.75,18690,1335.0,18.69,0,0,119.616,4166.001,8451.618,5595.786,356.97900000000004,0,30.077796989445023
49,2018,khulna,0.6970192009999999,14.16,30.36,1.41,2,782.5,18780,1341.4285710000001,18.78,0,0,120.19200000000001,4186.062,8492.315999999999,5622.732,358.69800000000004,0,30.474899438560847
50,2018,khulna,0.753436793,15.74,30.62,1.16,2,764.5833332999999,18350,1310.714286,18.35,0,0,117.44,4090.215,8297.87,5493.99,350.485,0,30.88333008349898
51,2018,khulna,0.684337193,17.08,31.43,1.16,2,737.0833332999999,17690,1263.5714289999999,17.69,0,0,113.21600000000001,3943.1009999999997,7999.418000000001,5296.3859999999995,337.879,0,31.26858954369525
52,2018,khulna,0.8113852309999999,17.49,31.95,0.93,2,755.0,18120,1294.285714,18.12,0,0,115.96799999999999,4038.948,8193.864,5425.128000000001,346.092,0,31.681074767040798
53,2018,khulna,0.6926330909999999,16.74,31.46,1.26,2,784.5833332999999,18830,1345.0,18.83,0,0,120.512,4197.207,8514.926,5637.701999999999,359.653,0,32.27739590510768
54,2018,khulna,0.702948908,16.67,33.53,1.4,2,787.0833332999999,18890,1349.285714,18.89,0,0,120.896,4210.581,8542.058,5655.666,360.79900000000004,0,32.817217675420196
55,2018,khulna,0.873835265,18.11,34.98,1.29,2,793.3333332999999,19040,1360.0,19.04,0,0,121.85600000000001,4244.016,8609.888,5700.576,363.664,0,33.5701340288383
56,2018,khulna,0.786073042,17.78,35.42,1.55,2,795.4166667000001,19090,1363.5714289999999,19.09,0,0,122.176,4255.161,8632.498,5715.545999999999,364.619,0,34.190383376888434
57,2018,khulna,0.7554582790000001,19.39,34.66,1.29,2,603.3333332999999,14480,1034.285714,14.48,0,0,92.67200000000001,3227.592,6547.856,4335.312,276.568,0,34.06448988061636
58,2018,khulna,0.738213375,19.05,33.71,1.2,2,808.3333332999999,19400,1385.714286,19.4,0,0,124.16,4324.26,8772.68,5808.36,370.54,0,34.65744176388007
59,2018,khulna,0.77997902,18.76,33.4,1.02,2,787.5,18900,1350.0,18.9,0,0,120.96,4212.81,8546.58,5658.66,360.99,0,35.262705039449344
60,2018,khulna,0.8084630309999999,19.29,34.1,1.36,3,794.1666667000001,19060,1361.4285710000001,19.06,0,0,211.56599999999997,4553.434,8258.698,5611.264,423.13199999999995,0,35.74825386513614
61,2018,khulna,0.854879043,18.3,34.9,1.51,3,797.0833332999999,19130,1366.4285710000001,19.13,0,0,212.343,4570.157,8289.029,5631.871999999999,424.686,0,36.06156129702702
62,2018,khulna,0.763576123,19.56,36.47,2.05,3,810.8333332999999,19460,1390.0,19.46,0,0,216.00599999999997,4648.994000000001,8432.018,5729.024,432.01199999999994,0,36.61638072709385
63,2018,khulna,0.683050398,19.75,37.17,1.38,3,807.5,19380,1384.285714,19.38,0,0,215.118,4629.8820000000005,8397.354,5705.472,430.236,0,37.17384133585823
64,2018,khulna,0.790835525,20.24,37.67,1.21,3,809.5833332999999,19430,1387.857143,19.43,0,0,215.673,4641.827,8419.019,5720.191999999999,431.346,0,37.78158377634128
65,2018,khulna,0.791222795,19.4,36.7,1.82,3,810.8333332999999,19460,1390.0,19.46,0,0,216.00599999999997,4648.994000000001,8432.018,5729.024,432.01199999999994,0,38.17851529943935
66,2018,khulna,0.821756032,20.34,35.98,1.59,3,850.0,20400,1457.142857,20.4,0,0,226.44,4873.56,8839.32,6005.76,452.88,0,38.41537594666927
67,2018,khulna,0.8614537,17.26,35.03,1.64,3,886.6666667000002,21280,1520.0,21.28,0,0,236.208,5083.792,9220.624,6264.831999999999,472.416,0,38.45678789811332
68,2018,khulna,0.822794391,18.07,35.47,1.63,3,847.0833332999998,20330,1452.142857,20.33,0,0,225.66299999999998,4856.837,8808.989,5985.151999999999,451.32599999999996,0,38.38922278216659
69,2018,khulna,0.824974326,16.58,35.77,1.52,3,877.5,21060,1504.285714,21.06,0,0,233.766,5031.234,9125.298,6200.064,467.532,0,38.58147499109634
70,2018,khulna,0.822462314,17.77,36.34,1.49,3,877.0833332999998,21050,1503.5714289999999,21.05,0,0,233.655,5028.845,9120.965,6197.12,467.31,0,38.657151568858644
71,2018,khulna,0.732213557,18.33,36.83,1.71,3,850.0,20400,1457.142857,20.4,0,0,226.44,4873.56,8839.32,6005.76,452.88,0,38.958076917138676
72,2018,khulna,0.708769475,20.81,37.29,1.58,3,841.25,20190,1442.142857,20.19,0,0,224.109,4823.391,8748.327,5943.936,448.218,0,39.36717670002743
73,2018,khulna,0.760234064,19.2,37.39,1.43,3,879.1666667000002,21100,1507.142857,21.1,0,0,234.21,5040.79,9142.63,6211.84,468.42,0,39.73022969540821
74,2018,khulna,0.7893975390000001,19.45,37.98,1.38,3,859.1666667000002,20620,1472.857143,20.62,0,0,228.882,4926.1179999999995,8934.646,6070.528,457.764,0,40.19789628475262
75,2018,khulna,0.759694733,22.17,36.26,1.84,3,300.8333333,7220,515.7142857,7.22,0,0,80.142,1724.858,3128.426,2125.5679999999998,160.284,0,38.691355614063816
76,2018,khulna,0.827595133,23.4,37.09,2.11,3,855.4166667000002,20530,1466.4285710000001,20.53,0,0,227.88299999999998,4904.617,8895.649,6044.031999999999,455.76599999999996,0,39.255404551643124
77,2018,khulna,0.7390743590000001,22.28,36.55,1.0,3,816.6666667000001,19600,1400.0,19.6,0,0,217.56,4682.44,8492.68,5770.24,435.12,0,39.46372376653673
78,2018,khulna,0.81663668,20.24,37.75,1.37,3,909.5833332999998,21830,1559.285714,21.83,0,0,242.313,5215.187,9458.939,6426.7519999999995,484.626,0,40.14407817526855
79,2018,khulna,0.8688247170000001,18.88,37.37,0.99,3,914.1666667000002,21940,1567.142857,21.94,0,0,243.53400000000002,5241.465999999999,9506.601999999999,6459.1359999999995,487.06800000000004,0,40.403934054706596
80,2018,khulna,0.823917438,20.36,37.39,0.98,3,899.1666667000002,21580,1541.4285710000001,21.58,0,0,239.53799999999998,5155.462,9350.614,6353.151999999999,479.07599999999996,0,40.8840644585698
81,2018,khulna,0.7380516340000001,20.62,38.32,1.44,3,890.0,21360,1525.714286,21.36,0,0,237.09599999999998,5102.904,9255.288,6288.384,474.19199999999995,0,41.40593693199446
82,2018,khulna,0.6840829909999999,23.85,37.45,2.07,3,800.8333332999999,19220,1372.857143,19.22,0,0,213.342,4591.657999999999,8328.026,5658.368,426.684,0,41.35307543320371
83,2018,khulna,0.7325797540000001,23.05,37.64,1.32,3,796.25,19110,1365.0,19.11,0,0,212.12099999999998,4565.379,8280.363000000001,5625.984,424.24199999999996,0,41.602623895341544
84,2018,khulna,0.8356364409999999,23.65,37.89,1.26,3,811.6666667000001,19480,1391.4285710000001,19.48,0,0,216.22799999999998,4653.772,8440.684000000001,5734.911999999999,432.45599999999996,0,41.45789574689244
85,2018,khulna,0.7425708329999999,23.6,37.28,1.5,3,790.4166667000001,18970,1355.0,18.97,0,0,210.567,4531.933,8219.701,5584.768,421.134,0,41.59311366000078
86,2018,khulna,0.8630050309999999,23.24,38.12,1.5,3,765.8333332999999,18380,1312.857143,18.38,0,0,204.018,4390.982,7964.054,5411.071999999999,408.036,0,41.78956239922685
87,2018,khulna,0.796705991,22.78,38.44,1.94,3,901.25,21630,1545.0,21.63,0,0,240.093,5167.407,9372.279,6367.871999999999,480.186,0,42.27692137195265
88,2018,khulna,0.8950878729999999,23.16,37.6,2.61,3,810.8333332999999,19460,1390.0,19.46,0,0,216.00599999999997,4648.994000000001,8432.018,5729.024,432.01199999999994,0,42.29090274171194
89,2018,khulna,0.723077008,23.39,37.81,2.62,3,850.4166667000002,20410,1457.857143,20.41,0,0,226.551,4875.9490000000005,8843.653,6008.704000000001,453.102,0,42.517659141005794
90,2018,khulna,0.8363525490000001,23.02,34.15,1.57,3,816.25,19590,1399.285714,19.59,0,0,217.449,4680.0509999999995,8488.347,5767.295999999999,434.898,0,42.247571249368605
91,2018,khulna,0.832863192,22.65,34.41,0.96,4,931.6666667000002,22360,1597.142857,22.36,0,0,476.26800000000003,5708.508000000001,9158.655999999999,6421.7919999999995,594.776,0,42.403491037925406
92,2018,khulna,0.818104507,22.54,30.2,1.29,4,465.83333330000005,11180,798.5714286,11.18,0,0,238.13400000000001,2854.2540000000004,4579.3279999999995,3210.8959999999997,297.388,0,40.90532697427336
93,2018,khulna,0.7626688909999999,20.28,36.45,0.84,4,918.75,22050,1575.0,22.05,0,0,469.665,5629.365,9031.68,6332.76,586.53,0,41.340768311337214
94,2018,khulna,0.777363228,21.89,37.33,1.51,4,937.5,22500,1607.142857,22.5,0,0,479.25,5744.25,9216.0,6462.0,598.5,0,41.76991014090477
95,2018,khulna,0.682385162,22.62,33.81,2.01,4,865.0,20760,1482.857143,20.76,0,0,442.18800000000005,5300.028,8503.296,5962.272,552.216,0,41.93109564328718
96,2018,khulna,0.881555293,22.77,34.41,1.2,4,838.3333332999999,20120,1437.142857,20.12,0,0,428.556,5136.6359999999995,8241.152,5778.464,535.192,0,41.888022950164576
97,2018,khulna,0.744078129,23.99,30.7,0.87,4,780.8333332999999,18740,1338.5714289999999,18.74,0,0,399.162,4784.322,7675.904,5382.128000000001,498.48400000000004,0,42.058038965490034
98,2018,khulna,0.872796098,23.38,31.44,1.15,4,925.4166667000002,22210,1586.4285710000001,22.21,0,0,473.07300000000004,5670.213000000001,9097.216,6378.7119999999995,590.786,0,42.29655721578759
99,2018,khulna,0.787614245,22.49,32.91,1.32,4,914.1666667000002,21940,1567.142857,21.94,0,0,467.32199999999995,5601.281999999999,8986.624,6301.168000000001,583.604,0,42.70927200069954
100,2018,khulna,0.89276575,23.04,34.09,1.59,4,797.5,19140,1367.142857,19.14,0,0,407.68199999999996,4886.442,7839.744000000001,5497.008000000001,509.124,0,42.46255085615641
101,2018,khulna,0.779223205,22.44,35.51,1.99,4,885.0,21240,1517.142857,21.24,0,0,452.412,5422.571999999999,8699.904,6100.128000000001,564.984,0,42.79101438719661
102,2018,khulna,0.70201452,22.68,36.31,1.82,4,919.1666667000002,22060,1575.714286,22.06,0,0,469.87800000000004,5631.918000000001,9035.776,6335.632,586.7959999999999,0,42.81799569294103
103,2018,khulna,0.804058353,22.75,35.33,1.62,4,911.25,21870,1562.142857,21.87,0,0,465.83099999999996,5583.411,8957.952,6281.064,581.742,0,42.90023431149243
104,2018,khulna,0.811949974,23.56,36.13,1.73,4,939.1666667000002,22540,1610.0,22.54,0,0,480.102,5754.4619999999995,9232.384,6473.488,599.564,0,43.574619435898406
105,2018,khulna,0.765248321,23.82,36.59,1.78,4,968.3333332999998,23240,1660.0,23.24,0,0,495.01199999999994,5933.172,9519.104,6674.528,618.184,0,43.89363507511122
106,2018,khulna,0.715836635,22.48,37.24,1.19,4,979.1666667000002,23500,1678.5714289999999,23.5,0,0,500.55,5999.55,9625.6,6749.2,625.1,0,44.553392386793824
107,2018,khulna,0.8228020559999999,24.55,37.63,1.64,4,930.0,22320,1594.285714,22.32,0,0,475.416,5698.295999999999,9142.271999999999,6410.304,593.712,0,45.037828858975345
108,2018,khulna,0.708870039,24.36,35.83,1.83,4,865.8333332999998,20780,1484.285714,20.78,0,0,442.61400000000003,5305.134,8511.488000000001,5968.016,552.748,0,44.76293674102979
109,2018,khulna,0.778781701,24.91,36.42,2.27,4,838.75,20130,1437.857143,20.13,0,0,428.769,5139.189,8245.248,5781.335999999999,535.4580000000001,0,44.81233025555055
110,2018,khulna,0.82789673,24.63,37.04,2.67,4,883.75,21210,1515.0,21.21,0,0,451.773,5414.9130000000005,8687.616,6091.512,564.186,0,45.13509394235178
111,2018,khulna,0.6838582529999999,25.67,36.52,3.3,4,-4125.0,-99000,-7071.4285709999995,-99.0,0,0,-2108.7,-25274.7,-40550.4,-28432.8,-2633.4,0,26.917820600157437
112,2018,khulna,0.696720445,25.57,35.03,2.29,4,740.4166667000001,17770,1269.285714,17.77,0,0,378.501,4536.681,7278.592,5103.544,472.68199999999996,0,28.320937760281755
113,2018,khulna,0.8011494090000001,25.02,36.32,1.36,4,902.5,21660,1547.142857,21.66,0,0,461.358,5529.798000000001,8871.936,6220.7519999999995,576.156,0,30.132538213140094
114,2018,khulna,0.722326337,24.33,37.23,1.11,4,872.0833332999998,20930,1495.0,20.93,0,0,445.809,5343.429,8572.928,6011.096,556.738,0,31.71551944677298
115,2018,khulna,0.691439004,23.63,36.66,2.07,4,925.0,22200,1585.714286,22.2,0,0,472.86,5667.66,9093.12,6375.84,590.52,0,33.461174180473854
116,2018,khulna,0.897360899,23.87,35.06,1.75,4,861.25,20670,1476.4285710000001,20.67,0,0,440.27099999999996,5277.0509999999995,8466.431999999999,5936.424,549.822,0,34.48039149306456
117,2018,khulna,0.7442654590000001,24.2,33.59,1.07,4,990.8333332999998,23780,1698.5714289999999,23.78,0,0,506.514,6071.034000000001,9740.288,6829.616,632.548,0,35.81315449755753
118,2018,khulna,0.862312438,23.52,35.85,1.52,4,929.5833332999998,22310,1593.5714289999999,22.31,0,0,475.20300000000003,5695.743,9138.176,6407.432,593.446,0,37.13784384526287
119,2018,khulna,0.79088505,23.94,35.66,2.65,4,784.5833332999999,18830,1345.0,18.83,0,0,401.079,4807.299,7712.768,5407.976,500.87800000000004,0,37.786122204017865
120,2018,khulna,0.67314779,24.6,33.47,2.17,4,177.91666669999998,4270,305.0,4.27,0,0,90.95100000000001,1090.131,1748.9920000000002,1226.344,113.58200000000001,0,35.95047468486482
121,2018,khulna,0.8777939109999999,24.34,32.69,0.94,5,767.9166667000001,18430,1316.4285710000001,18.43,0,0,621.091,4865.52,7351.727,5073.779,517.883,0,36.235891556001334
122,2018,khulna,0.680956947,23.59,32.99,1.33,5,872.5,20940,1495.714286,20.94,0,0,705.678,5528.16,8352.966,5764.781999999999,588.414,0,37.157770801970976
123,2018,khulna,0.89689868,23.92,32.52,1.04,5,930.0,22320,1594.285714,22.32,0,0,752.184,5892.48,8903.448,6144.696,627.192,0,38.01316185186732
124,2018,khulna,0.778580353,23.95,33.65,1.87,5,782.9166667000001,18790,1342.142857,18.79,0,0,633.2230000000001,4960.56,7495.331,5172.887,527.999,0,38.47795877153045
125,2018,khulna,0.841396325,24.63,35.12,2.86,5,883.75,21210,1515.0,21.21,0,0,714.7769999999999,5599.44,8460.669,5839.113,596.001,0,39.39341026469486
126,2018,khulna,0.6759358670000001,25.8,35.88,3.41,5,774.1666667000001,18580,1327.142857,18.58,0,0,626.146,4905.12,7411.562,5115.0740000000005,522.0980000000001,0,39.46194034487986
127,2018,khulna,0.7813931209999999,26.12,36.27,3.29,5,607.0833332999999,14570,1040.714286,14.57,0,0,491.009,3846.48,5811.973000000001,4011.1209999999996,409.417,0,39.40610898888815
128,2018,khulna,0.86076471,26.55,37.98,3.1,5,854.5833332999998,20510,1465.0,20.51,0,0,691.187,5414.64,8181.439,5646.403,576.331,0,40.36841884442411
129,2018,khulna,0.80352214,26.33,37.38,2.79,5,770.8333332999999,18500,1321.4285710000001,18.5,0,0,623.45,4884.0,7379.65,5093.05,519.85,0,40.42917748162011
130,2018,khulna,0.803029533,25.58,36.52,2.14,5,447.91666669999995,10750,767.8571429,10.75,0,0,362.275,2838.0,4288.175,2959.475,302.075,0,39.784151541717556
131,2018,khulna,0.794382285,25.11,34.79,1.58,5,900.0,21600,1542.857143,21.6,0,0,727.92,5702.4,8616.24,5946.48,606.96,0,40.43209667661064
132,2018,khulna,0.818155709,24.7,34.38,1.26,5,863.75,20730,1480.714286,20.73,0,0,698.6010000000001,5472.72,8269.197,5706.969,582.513,0,40.64834787827193
133,2018,khulna,0.7286577329999999,24.9,33.0,1.83,5,363.3333333,8720,622.8571429,8.72,0,0,293.86400000000003,2302.08,3478.408,2400.616,245.032,0,39.32504128207296
134,2018,khulna,0.834701076,25.14,30.72,1.11,5,949.1666667000002,22780,1627.142857,22.78,0,0,767.686,6013.92,9086.942,6271.334,640.118,0,40.08304721387154
135,2018,khulna,0.8844616670000001,24.0,33.52,1.93,5,930.4166667000002,22330,1595.0,22.33,0,0,752.5210000000001,5895.12,8907.437,6147.4490000000005,627.4730000000001,0,40.92616437743721
136,2018,khulna,0.791921932,24.0,30.95,2.09,5,187.08333330000002,4490,320.7142857,4.49,0,0,151.313,1185.36,1791.0610000000001,1236.097,126.169,0,38.51567113923291
137,2018,khulna,0.853767913,24.09,32.93,1.18,5,973.3333332999998,23360,1668.5714289999999,23.36,0,0,787.232,6167.04,9318.304,6431.008000000001,656.416,0,39.33336138590592
138,2018,khulna,0.711331167,24.6,33.97,1.67,5,315.0,7560,540.0,7.56,0,0,254.77200000000002,1995.84,3015.684,2081.268,212.43599999999998,0,38.208404655349916
139,2018,khulna,0.84273592,25.23,34.2,1.7,5,967.9166667000002,23230,1659.285714,23.23,0,0,782.8510000000001,6132.72,9266.447,6395.219,652.763,0,39.1375149843286
140,2018,khulna,0.832799634,25.13,34.64,2.28,5,410.0,9840,702.8571429,9.84,0,0,331.608,2597.76,3925.176,2708.952,276.504,0,38.373568163645515
141,2018,khulna,0.771714226,25.2,34.56,2.29,5,519.1666667,12460,890.0,12.46,0,0,419.902,3289.44,4970.294,3430.238,350.126,0,37.74326285229005
142,2018,khulna,0.8317955990000001,25.69,33.72,2.36,5,551.6666667000001,13240,945.7142857000001,13.24,0,0,446.18800000000005,3495.36,5281.436,3644.972,372.04400000000004,0,37.72616405244154
143,2018,khulna,0.7693516779999999,26.16,30.69,2.21,5,266.6666667,6400,457.14285710000007,6.4,0,0,215.68,1689.6,2552.96,1761.92,179.84,0,36.40185165888273
144,2018,khulna,0.8958120470000001,25.9,30.78,2.36,5,444.58333330000005,10670,762.1428571,10.67,0,0,359.579,2816.88,4256.263,2937.4509999999996,299.827,0,35.95317063009067
145,2018,khulna,0.710329412,25.84,32.48,2.71,5,785.4166667000001,18850,1346.4285710000001,18.85,0,0,635.245,4976.4,7519.265,5189.405,529.685,0,36.93138608041512
146,2018,khulna,0.895540633,26.43,32.57,2.34,5,907.9166667000002,21790,1556.4285710000001,21.79,0,0,734.323,5752.56,8692.030999999999,5998.786999999999,612.299,0,38.22660877071525
147,2018,khulna,0.890678353,26.02,32.44,2.08,5,976.6666667000002,23440,1674.285714,23.44,0,0,789.928,6188.16,9350.216,6453.031999999999,658.664,0,39.712343596930204
148,2018,khulna,0.7115902140000001,25.86,33.87,2.07,5,927.9166667000002,22270,1590.714286,22.27,0,0,750.4989999999999,5879.28,8883.503,6130.931,625.7869999999999,0,40.82858211219434
149,2018,khulna,0.887245802,25.49,34.57,1.47,5,905.0,21720,1551.4285710000001,21.72,0,0,731.9639999999999,5734.08,8664.108,5979.516,610.332,0,41.84327045175743
150,2018,khulna,0.748018601,25.65,35.39,1.44,5,862.5,20700,1478.5714289999999,20.7,0,0,697.59,5464.8,8257.23,5698.71,581.67,0,42.56523644782463
151,2018,khulna,0.788744922,26.65,32.73,2.37,5,396.25,9510,679.2857142999999,9.51,0,0,320.487,2510.64,3793.539,2618.103,267.231,0,41.61551392542982
