YEAR,MO,HR,T2M,SRAD,WS2M,RH2M,DAY
2019,7,19,27.71,0,2.31,92.75,935
2019,7,20,27.34,0,2.4,94.62,935
2019,7,21,27.03,0,2.16,96.31,935
2019,7,22,26.8,0,1.83,97.19,935
2019,7,23,26.62,0,1.53,97.56,935
2019,7,0,26.42,0,1.29,98.06,936
2019,7,1,26.23,0,1.09,98.44,936
2019,7,2,26.08,0,0.96,98.62,936
2019,7,3,25.98,0,0.93,98.62,936
2019,7,4,25.95,0,0.95,98.5,936
2019,7,5,26.07,6.86,0.99,98.12,936
2019,7,6,27.08,77.1,1.81,95.5,936
2019,7,7,27.89,207.45,2.12,92.94,936
2019,7,8,28.81,353.46,2.28,89.12,936
2019,7,9,29.68,498.4,2.14,85.06,936
2019,7,10,30.38,515.38,1.82,81.5,936
2019,7,11,30.87,384.36,1.47,78.31,936
2019,7,12,31.23,316.38,1.12,75.56,936
2019,7,13,31.2,261.5,0.8,75.25,936
2019,7,14,30.96,201.34,0.56,76.88,936
2019,7,15,30.57,152.44,0.36,79.12,936
2019,7,16,30.02,101.82,0.16,83.56,936
2019,7,17,29.51,47.02,0.05,86.06,936
2019,7,18,28.64,10.34,0.23,91.56,936
2019,7,19,28.13,0,0.43,93.19,936
2019,7,20,27.87,0,0.79,93.75,936
2019,7,21,27.62,0,1.02,95.19,936
2019,7,22,27.4,0,1.05,96.5,936
2019,7,23,27.24,0,1.15,96.94,936
2019,7,0,27.13,0,1.4,97,937
2019,7,1,27.05,0,1.57,97,937
2019,7,2,26.99,0,1.72,97.06,937
2019,7,3,26.93,0,1.83,97.12,937
2019,7,4,26.84,0,1.9,97.25,937
2019,7,5,26.82,4.21,2.14,96.69,937
2019,7,6,27.06,29.17,2.61,95.81,937
2019,7,7,27.4,77.93,2.88,93.94,937
2019,7,8,27.8,136.57,2.92,90.94,937
2019,7,9,28.45,186.91,2.79,86.81,937
2019,7,10,29.28,215.13,2.57,82.88,937
2019,7,11,29.98,255.37,2.28,79.81,937
2019,7,12,30.53,383.61,2.02,77.56,937
2019,7,13,30.94,474.01,1.77,75.81,937
2019,7,14,31.08,388.7,1.67,75.31,937
2019,7,15,31.01,295.62,1.9,76,937
2019,7,16,30.55,190.4,2.04,79.06,937
2019,7,17,29.69,86.35,1.8,84.69,937
2019,7,18,28.41,15.76,1.44,91.06,937
2019,7,19,27.62,0,1.63,94,937
2019,7,20,27.26,0,2.16,94.56,937
2019,7,21,26.91,0,2.26,95.38,937
2019,7,22,26.53,0,1.72,96.69,937
2019,7,23,26.23,0,1.17,97.44,937
2019,7,0,26.08,0,0.86,97.31,938
2019,7,1,26.03,0,1.08,97.38,938
2019,7,2,26.12,0,1.51,97.19,938
2019,7,3,26.2,0,1.49,97.25,938
2019,7,4,26.31,0,1.14,96.88,938
2019,7,5,26.46,6.52,1.1,96.19,938
2019,7,6,26.87,81.39,1.59,95.69,938
2019,7,7,27.55,219.91,2.1,93.06,938
2019,7,8,28.48,375.97,2.48,87.81,938
2019,7,9,29.6,521.96,2.51,81.38,938
2019,7,10,30.76,603.95,2.35,76.25,938
2019,7,11,31.5,676.95,2.29,73.62,938
2019,7,12,31.95,613.2,2.33,72.56,938
2019,7,13,32.19,582.55,2.47,72.12,938
2019,7,14,32.14,501.82,2.64,72.75,938
2019,7,15,31.6,384.95,2.57,76,938
2019,7,16,30.5,250.55,2.42,82.25,938
2019,7,17,29.3,118.46,2.59,88.88,938
2019,7,18,28.3,21.37,2.66,93.75,938
2019,7,19,27.76,0,2.86,95.25,938
2019,7,20,27.31,0,2.67,95.94,938
2019,7,21,26.9,0,2.28,96.56,938
2019,7,22,26.62,0,2.28,96.75,938
2019,7,23,26.49,0,2.44,96.75,938
2019,7,0,26.44,0,2.5,96.62,939
2019,7,1,26.41,0,2.43,96.56,939
2019,7,2,26.35,0,2.31,96.75,939
2019,7,3,26.3,0,2.5,96.75,939
2019,7,4,26.26,0,2.86,96.69,939
2019,7,5,26.26,7.99,3.23,96.56,939
2019,7,6,26.9,91.34,3.85,95.31,939
2019,7,7,28.05,242.38,4.38,91.88,939
2019,7,8,29.16,407.95,5.1,86.06,939
2019,7,9,30.1,541.33,5.52,81.44,939
2019,7,10,30.76,618.75,5.73,79.12,939
2019,7,11,31.37,651.52,5.83,77.5,939
2019,7,12,31.78,633.82,5.86,76.44,939
2019,7,13,31.97,578.86,5.9,76,939
2019,7,14,31.86,573.55,5.95,76.62,939
2019,7,15,31.22,438.82,5.66,79,939
2019,7,16,30.48,287.32,5.24,82,939
2019,7,17,29.46,126.62,4.65,86.56,939
2019,7,18,28.25,23.7,4.16,91.31,939
2019,7,19,27.56,0,3.9,93.75,939
2019,7,20,27.17,0,3.37,95.38,939
2019,7,21,26.9,0,2.99,96,939
2019,7,22,26.63,0,2.52,96.5,939
2019,7,23,26.42,0,2.31,96.75,939
2019,7,0,26.33,0,2.49,96.62,940
2019,7,1,26.28,0,2.67,96.69,940
2019,7,2,26.33,0,2.89,96.44,940
2019,7,3,26.33,0,2.84,96.56,940
2019,7,4,26.28,0,2.64,96.81,940
2019,7,5,26.27,7.95,2.79,96.75,940
2019,7,6,26.95,98.61,3.44,95.25,940
2019,7,7,28.07,273.69,4.47,90.88,940
2019,7,8,28.9,415.42,5.92,85.69,940
2019,7,9,29.3,530.2,6.88,83.94,940
2019,7,10,29.78,640.8,7.31,83.75,940
2019,7,11,30.12,676.46,7.16,83.44,940
2019,7,12,30.14,678.38,6.5,84,940
2019,7,13,30.05,612.51,6,85,940
2019,7,14,29.86,547.12,5.83,86.31,940
2019,7,15,29.62,404.66,5.55,88,940
2019,7,16,29.24,264.52,5.05,90.38,940
2019,7,17,28.73,106,4.46,92.62,940
2019,7,18,27.96,21.23,3.92,94,940
2019,7,19,27.35,0,3.47,94.25,940
2019,7,20,26.9,0,3.19,94.56,940
2019,7,21,26.54,0,2.97,95.44,940
2019,7,22,26.24,0,2.8,96.12,940
2019,7,23,26.05,0,2.51,96.38,940
2019,7,0,25.87,0,2.19,96.81,941
2019,7,1,25.76,0,2.07,96.94,941
2019,7,2,25.68,0,2.14,96.88,941
2019,7,3,25.58,0,2.01,96.94,941
2019,7,4,25.49,0,1.96,97.06,941
2019,7,5,25.58,6.65,2.09,96.81,941
2019,7,6,26.57,89.2,2.8,94.62,941
2019,7,7,27.78,244.67,2.87,91.25,941
2019,7,8,28.64,415.98,3.11,87.19,941
2019,7,9,29.08,494.36,3.24,85.12,941
2019,7,10,29.54,482.04,3.44,82.94,941
2019,7,11,29.76,517.88,3.52,81.69,941
2019,7,12,29.78,202.2,3.39,81.75,941
2019,7,13,29.83,170.05,3.29,81.69,941
2019,7,14,29.8,163.13,3.25,81.88,941
2019,7,15,29.58,180.53,3.13,83.12,941
2019,7,16,29.15,136.3,2.94,85.81,941
2019,7,17,28.44,53.21,2.54,90.31,941
2019,7,18,27.42,13.2,2.15,94.19,941
2019,7,19,26.89,0,2.31,95.25,941
2019,7,20,26.55,0,2.29,95.88,941
2019,7,21,26.26,0,2.23,96.25,941
2019,7,22,25.99,0,2.32,96.5,941
2019,7,23,25.78,0,2.14,96.94,941
2019,7,0,25.66,0,1.78,97.12,942
2019,7,1,25.63,0,1.64,97.06,942
2019,7,2,25.59,0,1.72,97.12,942
2019,7,3,25.54,0,1.47,97.31,942
2019,7,4,25.45,0,1.22,97.62,942
2019,7,5,25.55,6.77,1.41,97.31,942
2019,7,6,26.58,76.14,2.5,95,942
2019,7,7,27.8,228.61,2.85,91.69,942
2019,7,8,29.19,390.2,3.48,85.94,942
2019,7,9,30.22,542.95,3.78,81.06,942
2019,7,10,31.05,594.27,3.68,77.25,942
2019,7,11,31.69,604.31,3.46,74.5,942
2019,7,12,32.01,413.52,3.21,73.19,942
2019,7,13,31.98,403.09,3.03,73.81,942
2019,7,14,31.62,356.91,2.96,76.38,942
2019,7,15,30.91,247.38,2.79,80.62,942
2019,7,16,30.01,131.14,2.64,85,942
2019,7,17,29.09,66.82,2.36,89.62,942
2019,7,18,28.08,20.28,1.93,93.94,942
2019,7,19,27.53,0,2.1,95.19,942
2019,7,20,27.16,0,2.27,95.75,942
2019,7,21,26.82,0,2.28,95.94,942
2019,7,22,26.48,0,2.08,96.31,942
2019,7,23,26.19,0,1.78,96.81,942
2019,8,0,25.92,0,1.41,97.38,943
2019,8,1,25.68,0,1.12,97.81,943
2019,8,2,25.51,0,0.98,98,943
2019,8,3,25.39,0,0.96,98.06,943
2019,8,4,25.34,0,0.99,98,943
2019,8,5,25.46,6.62,1.08,97.62,943
2019,8,6,26.62,70.31,1.98,94.69,943
2019,8,7,27.9,205.62,2.13,89.75,943
2019,8,8,29.24,354,2.21,83.44,943
2019,8,9,30.32,497.09,2.15,78.69,943
2019,8,10,31.26,544.01,2.11,75.06,943
2019,8,11,31.9,542.47,2.19,72.56,943
2019,8,12,32.24,605.06,2.39,71.75,943
2019,8,13,31.97,583.31,2.57,73.69,943
2019,8,14,31.55,503.62,2.81,76.56,943
2019,8,15,31.04,353.99,2.87,79.62,943
2019,8,16,30.48,238.14,2.7,83.19,943
2019,8,17,29.69,119,2.34,87.5,943
2019,8,18,28.6,20.28,1.8,93,943
2019,8,19,27.98,0,1.87,94.88,943
2019,8,20,27.65,0,1.94,95.75,943
2019,8,21,27.36,0,1.91,96.44,943
2019,8,22,27.06,0,1.7,97.06,943
2019,8,23,26.77,0,1.33,97.44,943
2019,8,0,26.48,0,1.06,97.75,944
2019,8,1,26.18,0,0.96,97.94,944
2019,8,2,25.96,0,1.09,97.94,944
2019,8,3,25.76,0,1.15,97.94,944
2019,8,4,25.6,0,1.11,98.12,944
2019,8,5,25.6,7.34,1.14,97.94,944
2019,8,6,26.66,107.34,2.14,95,944
2019,8,7,27.68,311.52,2.31,91.31,944
2019,8,8,28.56,492.67,2.48,86.81,944
2019,8,9,29.15,566.7,2.83,84.25,944
2019,8,10,29.65,571.07,3.23,82.38,944
2019,8,11,29.98,687.39,3.5,81.12,944
2019,8,12,30.21,671.14,3.66,80.31,944
2019,8,13,30.4,559.54,3.72,79.62,944
2019,8,14,30.43,487.3,3.74,79.62,944
2019,8,15,30.33,354.98,3.67,80.31,944
2019,8,16,29.89,249.89,3.41,82.81,944
2019,8,17,29.12,131.57,2.83,87.5,944
2019,8,18,27.89,19.72,1.71,93.94,944
2019,8,19,27.2,0,1.51,96.06,944
2019,8,20,26.89,0,1.46,96.88,944
2019,8,21,26.64,0,1.42,97.44,944
2019,8,22,26.44,0,1.37,97.88,944
2019,8,23,26.31,0,1.27,98,944
2019,8,0,26.23,0,1.15,98,945
2019,8,1,26.17,0,1.01,97.94,945
2019,8,2,26.08,0,0.91,98,945
2019,8,3,26,0,0.9,98,945
2019,8,4,25.9,0,0.93,98.06,945
2019,8,5,25.9,6.87,1.05,97.81,945
2019,8,6,27.08,69.2,2.21,94.44,945
2019,8,7,28.37,214.62,2.56,88.81,945
2019,8,8,29.54,364.51,2.81,83.12,945
2019,8,9,30.52,573.68,2.91,79.5,945
2019,8,10,31.12,636.55,2.98,77.44,945
2019,8,11,31.55,649.44,3.01,76,945
2019,8,12,31.94,636.3,3.01,74.81,945
2019,8,13,32.13,641,3,74.12,945
2019,8,14,32.1,471.91,2.91,74.25,945
2019,8,15,31.75,349.9,2.72,76.69,945
2019,8,16,31.08,240.71,2.26,81.25,945
2019,8,17,30.16,106.81,1.83,85.44,945
2019,8,18,29.04,19.42,1.19,92,945
2019,8,19,28.39,0,1.13,94.44,945
2019,8,20,28.02,0,1.3,95.25,945
2019,8,21,27.72,0,1.78,95.62,945
2019,8,22,27.4,0,1.95,96.19,945
2019,8,23,27.06,0,1.8,96.81,945
2019,8,0,26.75,0,1.41,97.5,946
2019,8,1,26.58,0,1.14,97.62,946
2019,8,2,26.46,0,1.1,97.75,946
2019,8,3,26.35,0,1.03,97.94,946
2019,8,4,26.25,0,0.86,98.06,946
2019,8,5,26.35,6.19,0.71,97.88,946
2019,8,6,27.62,63.73,1.31,94.31,946
2019,8,7,28.92,176,1.46,88.88,946
2019,8,8,30.39,338.75,1.1,81.94,946
2019,8,9,31.6,474.86,0.4,76.56,946
2019,8,10,32.38,479.16,0.49,73.62,946
2019,8,11,33.03,506.07,1.02,71.44,946
2019,8,12,33.4,497.98,1.38,70.31,946
2019,8,13,33.44,431.01,1.76,70.69,946
2019,8,14,33.15,482.49,2.08,72.62,946
2019,8,15,32.76,385.2,2.33,75.38,946
2019,8,16,32.05,236.6,2.27,80.19,946
2019,8,17,31.04,99.11,2.09,85.19,946
2019,8,18,29.72,16.18,1.61,92.06,946
2019,8,19,29.02,0,1.6,94.88,946
2019,8,20,28.68,0,1.64,96.25,946
2019,8,21,28.4,0,1.49,97.19,946
2019,8,22,28.19,0,1.35,97.56,946
2019,8,23,27.99,0,1.2,97.81,946
2019,8,0,27.81,0,1,98.06,947
2019,8,1,27.65,0,0.77,98.12,947
2019,8,2,27.58,0,0.7,97.81,947
2019,8,3,27.65,0,0.99,97.19,947
2019,8,4,27.6,0,1.04,97.06,947
2019,8,5,27.55,5.95,1.25,96.94,947
2019,8,6,27.98,82.9,2.02,96.12,947
2019,8,7,28.41,241.05,2.57,94.94,947
2019,8,8,28.98,446.06,2.8,92.69,947
2019,8,9,29.58,604.11,2.93,87.69,947
2019,8,10,30.34,717.9,2.98,83,947
2019,8,11,31.33,785.16,3.03,78.25,947
2019,8,12,32.37,705.06,2.99,73.94,947
2019,8,13,33.17,748.55,2.8,71.38,947
2019,8,14,33.55,613.38,2.45,70.44,947
2019,8,15,33.45,473.25,2.09,71.31,947
2019,8,16,33.08,299.83,1.59,74.5,947
2019,8,17,32.11,145.2,1.34,77.88,947
2019,8,18,30.76,18.8,0.8,87.88,947
2019,8,19,30.09,0,0.74,90.38,947
2019,8,20,29.75,0,0.75,91.5,947
2019,8,21,29.47,0,0.7,92.44,947
2019,8,22,29.2,0,0.63,93.12,947
2019,8,23,29.1,0,0.52,92.38,947
2019,8,0,29.07,0,0.34,91.25,948
2019,8,1,28.85,0,0.25,92.75,948
2019,8,2,28.47,0,0.34,93,948
2019,8,3,28.01,0,0.41,94.88,948
2019,8,4,27.68,0,0.4,95.88,948
2019,8,5,27.48,4.64,0.41,96.56,948
2019,8,6,28.09,13.67,0.96,94.75,948
2019,8,7,28.73,33.9,1.59,92.44,948
2019,8,8,29.66,59.58,2.29,89,948
2019,8,9,30.24,178.33,2.95,86.12,948
2019,8,10,30.26,591.3,3.34,85.88,948
2019,8,11,30.06,683.27,3.66,86.81,948
2019,8,12,30.37,672.59,3.83,85.5,948
2019,8,13,31.01,579.88,3.81,83.38,948
2019,8,14,31.24,534.05,3.64,83.38,948
2019,8,15,31.04,430.5,3.41,86.25,948
2019,8,16,30.64,277.45,3.08,90.44,948
2019,8,17,30.09,133.35,2.7,94,948
2019,8,18,29.44,18.12,2.64,95.56,948
2019,8,19,28.91,0,2.93,95.69,948
2019,8,20,28.41,0,2.89,96,948
2019,8,21,27.92,0,2.58,96.38,948
2019,8,22,27.55,0,2.51,96.56,948
2019,8,23,27.33,0,2.82,96.56,948
2019,8,0,27.23,0,2.93,96.56,949
2019,8,1,27.25,0,2.89,96.38,949
2019,8,2,27.27,0,2.83,96.38,949
2019,8,3,27.27,0,2.9,96.62,949
2019,8,4,27.32,0,3.06,96.62,949
2019,8,5,27.37,6.95,3.59,96.44,949
2019,8,6,27.67,68.16,4.04,96,949
2019,8,7,28.33,197.55,4.69,94.31,949
2019,8,8,29.01,365.98,5.68,90.5,949
2019,8,9,29.87,479.62,6.1,86.19,949
2019,8,10,30.6,594.23,6.25,83.5,949
2019,8,11,30.9,532.16,6.22,83.06,949
2019,8,12,30.77,473.77,6.08,83.81,949
2019,8,13,30.43,437.78,5.91,84.88,949
2019,8,14,29.94,433.12,5.79,86.31,949
2019,8,15,29.5,307.98,5.68,88,949
2019,8,16,29,177.04,5.52,89.75,949
2019,8,17,28.28,74.07,5.26,92,949
2019,8,18,27.41,14.49,5,93.75,949
2019,8,19,26.84,0,4.82,94.81,949
2019,8,20,26.54,0,4.56,95.56,949
2019,8,21,26.4,0,4.4,95.81,949
2019,8,22,26.3,0,4.3,95.88,949
2019,8,23,26.19,0,4.21,96,949
2019,8,0,26.1,0,4.26,95.88,950
2019,8,1,26.03,0,4.45,95.75,950
2019,8,2,25.97,0,4.66,95.75,950
2019,8,3,25.95,0,4.74,95.69,950
2019,8,4,26.01,0,4.67,95.5,950
2019,8,5,26.08,5.76,4.51,95.62,950
2019,8,6,26.68,28.91,4.53,95,950
2019,8,7,27.69,128.48,4.37,93.94,950
2019,8,8,28.85,173.77,4.7,90.06,950
2019,8,9,29.76,180.62,4.72,85.81,950
2019,8,10,30.19,290.92,4.49,84.25,950
2019,8,11,30.59,153.31,4.47,83.12,950
2019,8,12,30.83,183.14,4.49,82.56,950
2019,8,13,30.78,417.73,4.57,83.25,950
2019,8,14,30.5,398.16,4.58,84.62,950
2019,8,15,30.11,364.12,4.48,86.25,950
2019,8,16,29.65,216.87,4.11,88.25,950
2019,8,17,28.97,84.73,3.49,91.25,950
2019,8,18,27.96,15.73,2.94,94.69,950
2019,8,19,27.43,0,2.89,96.06,950
2019,8,20,27.16,0,2.87,96.5,950
2019,8,21,26.94,0,2.63,96.75,950
2019,8,22,26.73,0,2.28,96.94,950
2019,8,23,26.53,0,1.93,97.19,950
2019,8,0,26.33,0,1.62,97.5,951
2019,8,1,26.17,0,1.34,97.62,951
2019,8,2,26.03,0,1.08,97.81,951
2019,8,3,25.98,0,1.03,97.75,951
2019,8,4,25.94,0,1.12,97.69,951
2019,8,5,25.96,6.16,1.23,97.56,951
2019,8,6,26.99,61,2.12,95.31,951
2019,8,7,28.19,182.48,2.41,91.5,951
2019,8,8,29.45,362.66,2.6,85.88,951
2019,8,9,30.44,432.76,2.62,82.06,951
2019,8,10,31.19,390.44,2.62,79.5,951
2019,8,11,31.63,447.91,2.6,78,951
2019,8,12,31.88,488.91,2.59,77.12,951
2019,8,13,31.97,479.09,2.57,76.69,951
2019,8,14,31.97,400.23,2.56,76.62,951
2019,8,15,31.79,316.97,2.45,77.25,951
2019,8,16,31.33,197.27,2.15,80.56,951
2019,8,17,30.58,75.79,1.9,84.06,951
2019,8,18,29.08,15.02,1.37,91.19,951
2019,8,19,28.3,0,1.46,93.88,951
2019,8,20,27.93,0,1.79,95,951
2019,8,21,27.63,0,1.98,96.12,951
2019,8,22,27.33,0,1.81,97.12,951
2019,8,23,27.05,0,1.4,97.75,951
2019,8,0,26.83,0,1.16,98,952
2019,8,1,26.63,0,1.08,98.19,952
2019,8,2,26.48,0,1.05,98.12,952
2019,8,3,26.31,0,1.02,98.19,952
2019,8,4,26.15,0,0.96,98.38,952
2019,8,5,26.1,7.08,0.91,98.25,952
2019,8,6,27.41,98.2,1.77,95.12,952
2019,8,7,28.69,285.17,1.8,88.69,952
2019,8,8,30.01,474.25,1.53,81.88,952
2019,8,9,31.21,578.31,1.09,76.75,952
2019,8,10,32.15,739.05,0.58,72.88,952
2019,8,11,32.87,774.48,0.38,70.12,952
2019,8,12,33.3,744.66,0.59,68.31,952
2019,8,13,33.51,731.23,0.81,67.5,952
2019,8,14,33.55,638.95,0.94,67.31,952
2019,8,15,33.36,469.16,1.11,68,952
2019,8,16,32.87,289.45,1.17,71.44,952
2019,8,17,32.19,125.08,1.15,74.62,952
2019,8,18,30.62,14.31,0.91,85.19,952
2019,8,19,29.57,0,0.91,90.56,952
2019,8,20,28.93,0,1.11,91.88,952
2019,8,21,28.48,0,1.24,93.38,952
2019,8,22,28.13,0,1.23,94.94,952
2019,8,23,27.89,0,1.06,96.19,952
2019,8,0,27.67,0,0.88,97.19,953
2019,8,1,27.49,0,0.75,97.56,953
2019,8,2,27.34,0,0.68,97.81,953
2019,8,3,27.24,0,0.64,97.81,953
2019,8,4,27.14,0,0.61,97.94,953
2019,8,5,27.14,6.59,0.53,97.62,953
2019,8,6,28.04,79.62,0.42,95.69,953
2019,8,7,29.29,208.9,0.27,88.25,953
2019,8,8,30.74,403.59,1.05,80.5,953
2019,8,9,31.42,562.72,1.56,77.25,953
2019,8,10,31.81,633.45,1.84,75.38,953
2019,8,11,31.93,684.63,1.91,75.12,953
2019,8,12,31.89,669.28,1.95,75.31,953
2019,8,13,31.78,603.53,1.83,76,953
2019,8,14,31.56,538.74,1.53,77.25,953
2019,8,15,31.44,428.03,1.12,78.25,953
2019,8,16,31.51,269.66,0.83,77.25,953
2019,8,17,31.33,120.1,0.68,75.31,953
2019,8,18,30.79,13.48,0.4,79.5,953
2019,8,19,30.65,0,0.33,78.19,953
2019,8,20,30.42,0,0.34,78.81,953
2019,8,21,29.99,0,0.42,81.69,953
2019,8,22,29.42,0,0.52,84.44,953
2019,8,23,28.83,0,0.6,87.75,953
2019,8,0,28.3,0,0.69,91.12,954
2019,8,1,27.91,0,0.81,93.25,954
2019,8,2,27.62,0,0.94,94.5,954
2019,8,3,27.45,0,0.98,95.31,954
2019,8,4,27.34,0,0.89,95.81,954
2019,8,5,27.3,4.76,0.76,95.94,954
2019,8,6,27.74,20.82,0.75,95.56,954
2019,8,7,28.33,29.15,0.75,92.25,954
2019,8,8,29.32,43.95,0.18,87.69,954
2019,8,9,30.12,88.65,0.39,84.56,954
2019,8,10,30.55,274.61,0.9,82.44,954
2019,8,11,30.76,377.1,1.38,81.69,954
2019,8,12,30.72,385.61,1.71,82.19,954
2019,8,13,30.48,371.7,2.06,84.25,954
2019,8,14,30.21,417.26,2.43,86.88,954
2019,8,15,29.89,332.85,2.67,89.25,954
2019,8,16,29.6,207.2,2.53,91.12,954
2019,8,17,29.18,94.98,2.18,93.06,954
2019,8,18,28.37,13.24,1.62,95.69,954
2019,8,19,27.96,0,1.76,96.12,954
2019,8,20,27.69,0,1.94,96.31,954
2019,8,21,27.4,0,2.05,96.62,954
2019,8,22,27.08,0,1.87,97.19,954
2019,8,23,26.88,0,1.87,97.31,954
2019,8,0,26.76,0,1.93,97.31,955
2019,8,1,26.71,0,1.82,97.12,955
2019,8,2,26.62,0,1.98,96.94,955
2019,8,3,26.55,0,2.43,96.69,955
2019,8,4,26.48,0,2.76,96.69,955
2019,8,5,26.47,5.47,2.98,96.75,955
2019,8,6,26.87,38.97,3.59,96,955
2019,8,7,27.62,168.84,4.22,94.81,955
2019,8,8,28.33,317.75,4.66,94.06,955
2019,8,9,28.76,351.89,5.18,93.12,955
2019,8,10,28.8,201.05,6.06,91.44,955
2019,8,11,28.8,274.91,6.19,89,955
2019,8,12,29.23,275.82,5.72,85.94,955
2019,8,13,29.85,186.56,5.29,83.38,955
2019,8,14,29.97,113.87,4.98,82.81,955
2019,8,15,29.62,62.57,4.79,84.81,955
2019,8,16,28.95,43.67,4.38,88.38,955
2019,8,17,28.1,18.29,3.94,92.19,955
2019,8,18,27.34,6.29,3.82,94.75,955
2019,8,19,27.01,0,4.05,95.69,955
2019,8,20,26.86,0,4.26,95.81,955
2019,8,21,26.73,0,4.48,95.62,955
2019,8,22,26.67,0,4.44,95.62,955
2019,8,23,26.62,0,4.16,95.75,955
2019,8,0,26.55,0,3.7,95.94,956
2019,8,1,26.46,0,3.34,96.19,956
2019,8,2,26.36,0,2.93,96.62,956
2019,8,3,26.3,0,2.57,96.75,956
2019,8,4,26.25,0,2.32,96.94,956
2019,8,5,26.26,5.52,2.28,97,956
2019,8,6,26.67,26.02,2.69,96.44,956
2019,8,7,27.23,86.65,3,95.81,956
2019,8,8,27.87,136.64,3.14,95,956
2019,8,9,28.45,168.18,3.46,93.62,956
2019,8,10,28.83,271.38,3.79,92.31,956
2019,8,11,29,317.25,3.92,91.56,956
2019,8,12,29.14,166.45,3.86,91.19,956
2019,8,13,29.23,131.3,3.68,91,956
2019,8,14,29.18,197.7,3.56,91.5,956
2019,8,15,29.01,144.82,3.29,92.5,956
2019,8,16,28.75,94.76,2.98,93.69,956
2019,8,17,28.26,36.85,2.52,95.31,956
2019,8,18,27.62,8.38,2.13,96.75,956
2019,8,19,27.33,0,2.13,97.06,956
2019,8,20,27.15,0,2.04,97.19,956
2019,8,21,26.99,0,1.94,97.31,956
2019,8,22,26.9,0,1.93,97.25,956
2019,8,23,26.8,0,1.91,97.25,956
2019,8,0,26.69,0,1.78,97.38,957
2019,8,1,26.6,0,1.74,97.38,957
2019,8,2,26.48,0,1.57,97.56,957
2019,8,3,26.37,0,1.5,97.69,957
2019,8,4,26.3,0,1.5,97.69,957
2019,8,5,26.28,0,1.61,97.69,957
2019,8,6,27.09,57.56,2.45,96.19,957
2019,8,7,28.02,90.72,3,94.25,957
2019,8,8,28.86,226.16,3.69,90.94,957
2019,8,9,29.65,255.3,4.01,87.25,957
2019,8,10,30.21,157.39,4.13,84.75,957
2019,8,11,30.43,209.23,4.17,83.44,957
2019,8,12,30.31,125.84,4.09,83.56,957
2019,8,13,30.09,100.1,3.93,83.94,957
2019,8,14,29.65,116.36,3.57,85.44,957
2019,8,15,29.19,107.84,2.96,88,957
2019,8,16,28.69,74.77,2.44,90.31,957
2019,8,17,28.07,31.19,1.93,92.88,957
2019,8,18,27.39,6.77,1.57,95.06,957
2019,8,19,27.11,0,1.73,95.44,957
2019,8,20,26.94,0,1.94,95.88,957
2019,8,21,26.81,0,2.2,96.31,957
2019,8,22,26.67,0,2.29,96.81,957
2019,8,23,26.57,0,2.13,97.06,957
2019,8,0,26.46,0,1.88,97.38,958
2019,8,1,26.37,0,1.72,97.5,958
2019,8,2,26.33,0,1.82,97.5,958
2019,8,3,26.35,0,2.15,97.31,958
2019,8,4,26.3,0,2.03,97.38,958
2019,8,5,26.14,0,1.31,97.88,958
2019,8,6,26.84,50.32,1.43,96.88,958
2019,8,7,27.51,147.79,2.29,95.25,958
2019,8,8,28.19,262.59,2.73,93.69,958
2019,8,9,28.87,385.98,2.89,91,958
2019,8,10,29.45,485.45,2.84,88.19,958
2019,8,11,29.86,514.88,2.84,86.25,958
2019,8,12,30.04,527.53,2.87,85.5,958
2019,8,13,30,447.26,2.87,85.88,958
2019,8,14,29.87,334.64,2.82,86.88,958
2019,8,15,29.58,250.79,2.69,88.94,958
2019,8,16,29.21,143.17,2.47,91.56,958
2019,8,17,28.66,46.71,2.08,94.62,958
2019,8,18,27.94,5.7,1.71,96.81,958
2019,8,19,27.68,0,1.91,97,958
2019,8,20,27.53,0,2.09,97.06,958
2019,8,21,27.38,0,2.13,97.06,958
2019,8,22,27.22,0,2.09,97.19,958
2019,8,23,27.08,0,2.07,97.19,958
2019,8,0,26.95,0,1.95,97.31,959
2019,8,1,26.84,0,1.88,97.25,959
2019,8,2,26.76,0,1.95,97.06,959
2019,8,3,26.69,0,1.89,97.06,959
2019,8,4,26.62,0,1.83,97.25,959
2019,8,5,26.58,0,1.74,97.31,959
2019,8,6,26.93,10.66,2.11,96.81,959
2019,8,7,27.4,26.31,2.48,95.94,959
2019,8,8,27.85,43.45,2.73,94.56,959
2019,8,9,27.97,64.34,3.02,92.31,959
2019,8,10,27.98,148.12,2.96,91,959
2019,8,11,28.14,231.07,2.79,89.75,959
2019,8,12,28.38,289.25,2.5,88.69,959
2019,8,13,28.66,342.47,2.19,87.69,959
2019,8,14,28.9,236.7,1.89,87,959
2019,8,15,29.05,299.51,1.58,86.5,959
2019,8,16,28.99,186.88,1.37,86.69,959
2019,8,17,28.49,70.03,1.12,90.38,959
2019,8,18,27.62,9.34,0.79,94.69,959
2019,8,19,27.08,0,0.76,96.12,959
2019,8,20,26.76,0,0.83,96.56,959
2019,8,21,26.51,0,0.84,96.75,959
2019,8,22,26.33,0,0.86,96.69,959
2019,8,23,26.18,0,0.92,96.94,959
2019,8,0,26.02,0,0.97,97.38,960
2019,8,1,25.88,0,0.99,97.69,960
2019,8,2,25.76,0,1.03,97.75,960
